destino,distancia,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,volta
CURITIBA - PR,1093.8058409874423,2017-10-08,2,2.0,100241,JOAO ERVINO FISCHER,1489.54,2017-10-10
CAMPINAS - SP,1788.7149300494625,2017-07-09,2,2.0,98005,JOÃO OTÁVIO REINELLI,1489.54,2017-07-11
BRASILIA - DF,3239.473296658782,2017-11-08,3,1.0,100958,JOÃO OTÁVIO REINELLI,744.77,2017-11-09
BRASILIA - DF,1619.736648329391,2017-02-16,2,1.0,94674,JOSE ANTONIO JUNIOR FROZZA PALADINI,744.77,2017-02-17
BRASILIA - DF,3239.473296658782,2017-05-01,2,1.0,96463,JOSE ANTONIO JUNIOR FROZZA PALADINI,744.77,2017-05-02
FOZ DO IGUACU - PR,1197.2890105296633,2017-06-06,0,3.0,96720,JOSE ANTONIO JUNIOR FROZZA PALADINI,2234.31,2017-06-10
BRASILIA - DF,1619.736648329391,2017-08-21,2,1.0,99069,JOSE ANTONIO JUNIOR FROZZA PALADINI,744.77,2017-08-22
BRASILIA - DF,1619.736648329391,2017-02-16,2,0.5,94684,JOSÉ SIDNEY NUNES DE ALMEIDA,372.39,2017-02-16
BRASILIA - DF,3421.750149715061,2017-04-25,2,1.0,96285,JOSÉ SIDNEY NUNES DE ALMEIDA,744.77,2017-04-26
BRASILIA - DF,1832.9577481178235,2017-09-12,2,2.0,99541,JOSÉ SIDNEY NUNES DE ALMEIDA,1489.54,2017-09-14
BRASILIA - DF,3239.473296658782,2017-10-10,3,0.5,100262,JOSÉ SIDNEY NUNES DE ALMEIDA,372.39,2017-10-10
SAO PAULO - SP,1648.0269401014953,2017-02-16,2,2.0,94760,JULIANO ROSO,1489.54,2017-02-18
BRASILIA - DF,1543.3216406784775,2017-02-22,2,2.0,94851,JULIANO ROSO,1489.54,2017-02-24
BRASILIA - DF,3239.473296658782,2017-04-18,2,1.0,96176,JULIANO ROSO,744.77,2017-04-19
BRASILIA - DF,3239.473296658782,2017-10-22,2,1.0,100654,JULIANO ROSO,744.77,2017-10-23
BRASILIA - DF,3239.473296658782,2017-11-16,1,1.0,101297,JULIANO ROSO,744.77,2017-11-17
BRASILIA - DF,1619.736648329391,2017-02-14,2,2.0,94700,LIZIANE BAYER DA COSTA,1489.54,2017-02-16
BRASILIA - DF,1619.736648329391,2017-05-16,2,1.0,96901,LIZIANE BAYER DA COSTA,744.77,2017-05-17
FOZ DO IGUACU - PR,598.6445052648314,2017-06-06,1,2.0,96501,LIZIANE BAYER DA COSTA,1489.54,2017-06-08
FOZ DO IGUACU - PR,598.6445052648314,2017-06-09,0,0.5,97415,LIZIANE BAYER DA COSTA,372.39,2017-06-09
BRASILIA - DF,3286.5327354487445,2017-08-21,0,1.0,99056,LIZIANE BAYER DA COSTA,744.77,2017-08-22
BRASILIA - DF,3154.6274242370464,2017-09-18,0,2.0,99743,LIZIANE BAYER DA COSTA,1489.54,2017-09-20
FORTALEZA - CE,3215.623734112398,2017-11-29,0,1.0,101623,LIZIANE BAYER DA COSTA,744.77,2017-11-30
BRASILIA - DF,3239.473296658782,2017-12-06,0,2.0,101782,LIZIANE BAYER DA COSTA,1489.54,2017-12-08
FLORIANOPOLIS - SC,752.369932397836,2017-01-23,0,2.0,94424,LUIS AUGUSTO BARCELLOS LARA,1489.54,2017-01-25
SAO PAULO - SP,1705.5986638779646,2017-03-09,2,0.5,95400,LUIS AUGUSTO BARCELLOS LARA,372.39,2017-03-09
BRASILIA - DF,3239.473296658782,2017-03-14,3,0.5,95401,LUIS AUGUSTO BARCELLOS LARA,372.39,2017-03-14
BRASILIA - DF,1619.736648329391,2017-10-04,0,1.0,100312,LUIS AUGUSTO BARCELLOS LARA,744.77,2017-10-05
SAO PAULO - SP,1705.5986638779646,2017-10-25,2,1.0,101233,LUIS AUGUSTO BARCELLOS LARA,744.77,2017-10-26
BRASILIA - DF,3239.473296658782,2017-11-08,2,0.5,101233,LUIS AUGUSTO BARCELLOS LARA,372.39,2017-11-08
BRASILIA - DF,1576.7044432425073,2017-05-16,2,1.0,96753,LUIZ FERNANDO MAINARDI,744.77,2017-05-17
FOZ DO IGUACU - PR,1055.9648986335458,2017-06-06,0,2.0,97306,LUIZ FERNANDO MAINARDI,1489.54,2017-06-08
BRASILIA - DF,3239.473296658782,2017-10-10,2,0.5,100265,LUIZ FERNANDO MAINARDI,372.39,2017-10-10
"BRASILIA - DF,  SAO PAULO - SP",1619.736648329391,2017-11-08,3,1.0,100982,LUIZ FERNANDO MAINARDI,744.77,2017-11-09
BRASILIA - DF,3239.473296658782,2017-12-06,2,1.0,101732,LUIZ FERNANDO MAINARDI,744.77,2017-12-07
SAO PAULO - SP,1705.5986638779646,2017-10-05,2,1.0,100228,MANUELA PINTO VIEIRA D\' AVILA,744.77,2017-10-06
SAO PAULO - SP,902.375972182204,2017-03-09,1,0.5,95044,MARCELO PIRES MORAES,372.39,2017-03-09
BRASILIA - DF,3239.473296658782,2017-03-13,2,1.0,95324,MARCELO PIRES MORAES,744.77,2017-03-14
BRASILIA - DF,3239.473296658782,2017-10-16,3,1.0,100643,MARCELO PIRES MORAES,744.77,2017-10-17
BRASILIA - DF,1666.7960871193534,2017-11-07,2,1.0,101350,MARCELO PIRES MORAES,744.77,2017-11-08
BRASILIA - DF,3239.473296658782,2017-12-11,1,0.5,101989,MARCELO PIRES MORAES,372.39,2017-12-11
BRASILIA - DF,3239.473296658782,2017-01-25,2,0.5,94397,MAURICIO ALEXANDRE DZIEDRICKI,372.39,2017-01-25
SAO PAULO - SP,1766.6743053294254,2017-07-01,0,2.0,97953,MAURICIO ALEXANDRE DZIEDRICKI,1489.54,2017-07-03
BRASILIA - DF,3239.473296658782,2017-08-23,0,0.5,99060,MIRIAM PAZ GARCEZ MARRONI,372.39,2017-08-23
BRASILIA - DF,3239.473296658782,2017-11-01,0,0.5,100895,MIRIAM PAZ GARCEZ MARRONI,372.39,2017-11-01
BRASILIA - DF,3218.4495784922638,2017-05-14,0,1.0,96897,NELSON LUIZ DA SILVA,744.77,2017-05-15
"BRASILIA - DF,  FOZ DO IGUACU - PR",2218.381153594223,2017-06-06,6,2.0,97379,NELSON LUIZ DA SILVA,1489.54,2017-06-08
BRASILIA - DF,3239.473296658782,2017-06-22,2,0.5,97781,NELSON LUIZ DA SILVA,372.39,2017-06-22
BRASILIA - DF,1619.736648329391,2017-08-22,0,1.0,99229,NELSON LUIZ DA SILVA,744.77,2017-08-23
BRASILIA - DF,1619.736648329391,2017-10-03,0,1.0,100095,NELSON LUIZ DA SILVA,744.77,2017-10-04
BRASILIA - DF,1619.736648329391,2017-05-02,2,0.5,96650,PEDRO OZORIO PEREIRA,372.39,2017-05-02
"CARMO DA CACHOEIRA - MG,  LAVRAS - MG",1126.6203110536935,2017-03-18,2,1.0,95350,REGINA MARIA BECKER,744.77,2017-03-19
SAO PAULO - SP,1705.5986638779646,2017-03-24,2,2.0,95672,REGINA MARIA BECKER,1489.54,2017-03-26
RIO DE JANEIRO - RJ,2247.5258357216394,2017-04-19,1,2.0,96238,REGINA MARIA BECKER,1489.54,2017-04-21
BRASILIA - DF,3239.473296658782,2017-05-01,2,1.0,96492,REGINA MARIA BECKER,744.77,2017-05-02
BELO HORIZONTE - MG,2683.66449394082,2017-06-01,2,1.0,97149,REGINA MARIA BECKER,744.77,2017-06-02
CARMO DA CACHOEIRA - MG,2253.2406221073875,2017-06-21,2,2.0,97633,REGINA MARIA BECKER,1489.54,2017-06-23
BRASILIA - DF,3239.473296658782,2017-08-18,2,1.0,98921,REGINA MARIA BECKER,744.77,2017-08-19
SALVADOR - BA,2591.471195920112,2017-08-25,4,2.0,99161,REGINA MARIA BECKER,1489.54,2017-08-27
SAO PAULO - SP,1705.5986638779646,2017-10-05,2,1.0,100313,REGINA MARIA BECKER,744.77,2017-10-06
MOGI DAS CRUZES - SP,1758.9096976320711,2017-10-19,2,1.0,100605,REGINA MARIA BECKER,744.77,2017-10-20
BRASILIA - DF,3239.473296658782,2017-11-28,2,0.5,101464,REGINA MARIA BECKER,372.39,2017-11-28
BRASILIA - DF,1619.736648329391,2017-02-14,2,2.0,94776,RONALDO SANTINI,1489.54,2017-02-16
BRASILIA - DF,1619.736648329391,2017-06-28,2,1.0,97875,RONALDO SANTINI,744.77,2017-06-29
BRASILIA - DF,3090.361011306391,2017-08-21,1,2.0,99073,RONALDO SANTINI,1489.54,2017-08-23
BRASILIA - DF,3239.473296658782,2017-02-14,2,2.0,94653,SERGIO BERGONSI TURRA,1489.54,2017-02-16
BRASILIA - DF,3239.473296658782,2017-03-23,2,0.5,95565,SERGIO BERGONSI TURRA,372.39,2017-03-23
BRASILIA - DF,3239.473296658782,2017-05-16,2,2.0,96820,SERGIO BERGONSI TURRA,1489.54,2017-05-18
SAO PAULO - SP,1523.3916012385614,2017-08-06,1,1.0,98708,SERGIO BERGONSI TURRA,744.77,2017-08-07
BRASILIA - DF,3239.473296658782,2017-09-25,2,1.0,99887,SERGIO BERGONSI TURRA,744.77,2017-09-26
BRASILIA - DF,3239.473296658782,2017-03-13,0,2.0,95230,SERGIO PERES ALÓS,1489.54,2017-03-15
BRASILIA - DF,3239.473296658782,2017-01-25,1,2.0,94360,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2017-01-27
BRASILIA - DF,1619.736648329391,2017-03-13,2,2.0,95177,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2017-03-15
BRASILIA - DF,3239.473296658782,2017-04-05,2,2.0,95973,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2017-04-07
BRASILIA - DF,3239.473296658782,2017-05-10,2,2.0,96707,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2017-05-12
FOZ DO IGUACU - PR,1197.2890105296633,2017-06-06,2,3.0,97365,SILVANA MARIA FRANCISCATTO COVATTI,2234.31,2017-06-09
BRASILIA - DF,3239.473296658782,2017-09-22,2,1.0,99882,SILVANA MARIA FRANCISCATTO COVATTI,744.77,2017-09-23
BRASILIA - DF,3239.473296658782,2017-10-25,2,2.0,100783,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2017-10-27
BRASILIA - DF,3239.473296658782,2017-12-07,2,2.0,101825,SILVANA MARIA FRANCISCATTO COVATTI,1489.54,2017-12-09
BRASILIA - DF,3239.473296658782,2017-03-09,3,1.0,95084,STELA BEATRIZ FARIAS LOPES,744.77,2017-03-10
"BRASILIA - DF,  SAO PAULO - SP",2472.535980268374,2017-03-14,3,1.0,95178,STELA BEATRIZ FARIAS LOPES,744.77,2017-03-15
"BRASILIA - DF,  SAO PAULO - SP",1619.736648329391,2017-03-14,3,1.0,95199,TARCISIO JOÃO ZIMMERMANN,744.77,2017-03-15
BELO HORIZONTE - MG,2683.66449394082,2017-04-04,0,1.0,95840,TARCISIO JOÃO ZIMMERMANN,744.77,2017-04-05
BRASILIA - DF,3239.473296658782,2017-08-23,2,1.0,99093,TARCISIO JOÃO ZIMMERMANN,744.77,2017-08-24
BRASILIA - DF,3239.473296658782,2017-02-08,2,2.0,94707,VILMAR PERIN ZANCHIN,1489.54,2017-02-10
BRASILIA - DF,3239.473296658782,2017-03-08,2,1.0,95060,VILMAR PERIN ZANCHIN,744.77,2017-03-09
BRASILIA - DF,3239.473296658782,2017-03-14,2,1.0,95345,VILMAR PERIN ZANCHIN,744.77,2017-03-15
BRASILIA - DF,3239.473296658782,2017-03-29,2,1.0,95858,VILMAR PERIN ZANCHIN,744.77,2017-03-30
BRASILIA - DF,1619.736648329391,2017-05-15,2,3.0,96870,VILMAR PERIN ZANCHIN,2234.31,2017-05-18
BRASILIA - DF,1619.736648329391,2017-07-18,3,1.0,98410,VILMAR PERIN ZANCHIN,744.77,2017-07-19
BRASILIA - DF,3239.473296658782,2017-10-25,2,1.0,100817,VILMAR PERIN ZANCHIN,744.77,2017-10-26
BRASILIA - DF,3239.473296658782,2017-11-08,2,1.0,101018,VILMAR PERIN ZANCHIN,744.77,2017-11-09
BRASILIA - DF,3239.473296658782,2017-11-29,2,2.0,101598,VILMAR PERIN ZANCHIN,1489.54,2017-12-01
BRASILIA - DF,3239.473296658782,2017-03-14,3,1.0,95446,VOLNEI DA SILVA ALVES,744.77,2017-03-15
BRASILIA - DF,3239.473296658782,2017-05-01,2,3.0,96483,VOLNEI DA SILVA ALVES,2234.31,2017-05-04
CURITIBA - PR,1093.8058409874423,2017-09-06,0,1.0,99495,VOLNEI DA SILVA ALVES,744.77,2017-09-07
CHAPECO - SC,353.0184487438253,2017-11-29,0,2.0,101695,ZILA MARIA BREITENBACH,1489.54,2017-12-01
