"mes","solicitante","passagens","combustiveis","diarias","distancia","viagens","dias.fora","gastos.totais"
2017-06-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,972.18,3706.54,2387.43436402234,4,6,972.18
2017-07-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,1885.25,3238.9,2707.32417139365,6,5,1885.25
2017-08-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",1748.67,2776.34,2805.89,3992.81995972816,5,4,4525.01
2017-09-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,2638.41,3238.9,1401.40729889111,4,5,2638.41
2017-10-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",1923.62,2781.07,2944.46,2491.38564436755,6,4,4704.69
2017-11-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",0,2340.58,2944.46,1267.01393017076,4,4,2340.58
2017-12-01,"JOSE ANTONIO JUNIOR FROZZA PALADINI",2881.22,2255.75,1177.78,887.944606388003,2,2,5136.97
2015-02-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1943.74,3238.91,1754.84324559291,3,4,1943.74
2015-03-01,"SILVANA MARIA FRANCISCATTO COVATTI",3583.56,1300.53,3472.73,4025.81009992498,3,4,4884.09
2015-04-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1950.82,10011.16,2948.76145756938,5,15,1950.82
2015-05-01,"SILVANA MARIA FRANCISCATTO COVATTI",2749.08,1289.8,5533.85,5514.23443558575,4,7,4038.88
2015-06-01,"SILVANA MARIA FRANCISCATTO COVATTI",4502.93,845.26,2234.32,6313.52109192865,2,2,5348.19
2015-07-01,"SILVANA MARIA FRANCISCATTO COVATTI",7645.89,1828.19,12360.81,39354.0552993757,5,10,9474.08
2015-08-01,"SILVANA MARIA FRANCISCATTO COVATTI",1948.97,905.5,3533.35,1177.64060413122,2,5,2854.47
2015-09-01,"SILVANA MARIA FRANCISCATTO COVATTI",2787.26,1373.24,3256.24,4850.39580857788,4,5,4160.5
2015-10-01,"SILVANA MARIA FRANCISCATTO COVATTI",4606.79,2024.36,2217.02,5048.96578704767,3,4,6631.15
2015-11-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1733.33,0,0,0,0,1733.33
2015-12-01,"SILVANA MARIA FRANCISCATTO COVATTI",1985.36,2636.22,0,0,0,0,4621.58
2016-01-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1728.19,0,0,0,0,1728.19
2016-02-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1220.9,0,0,0,0,1220.9
2016-03-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,2287.25,3550.68,5070.63685504655,5,5,2287.25
2016-04-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1455.62,4001.01,8307.87112445001,5,6,1455.62
2016-05-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,3091.24,4001.02,6683.22090265105,5,5,3091.24
2016-06-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,2594.48,588.9,695.911524048797,1,1,2594.48
2016-07-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,448.9,5334.68,8351.8469964528,5,9,448.9
2016-08-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,2679.89,5000.31,6703.64960455439,4,8,2679.89
2016-09-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,0,0,0,0,0,0
2016-10-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,922.16,2372.89,3871.55933242813,2,4,922.16
2016-11-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1091.7,14666.11,22221.8116795864,4,13,1091.7
2016-12-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1736.65,883.35,1393.72936798178,2,1,1736.65
2017-01-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,986.82,1489.54,3239.47329665878,1,2,986.82
2017-02-01,"SILVANA MARIA FRANCISCATTO COVATTI",3108.52,2101.95,0,0,0,0,5210.47
2017-03-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,2298.43,4728.49,6399.00521984813,4,10,2298.43
2017-04-01,"SILVANA MARIA FRANCISCATTO COVATTI",3157.08,2897.54,2961.78,4431.98223440008,3,5,6054.62
2017-05-01,"SILVANA MARIA FRANCISCATTO COVATTI",3589.8,3008.74,2961.78,4771.7693737636,3,5,6598.54
2017-06-01,"SILVANA MARIA FRANCISCATTO COVATTI",3104.28,3068.21,5767.7,4172.45886969604,5,11,6172.49
2017-07-01,"SILVANA MARIA FRANCISCATTO COVATTI",3661.98,1236.45,883.35,1375.16278373001,2,1,4898.43
2017-08-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1480.43,2650.05,2715.50813676703,3,6,1480.43
2017-09-01,"SILVANA MARIA FRANCISCATTO COVATTI",0,1482.53,2217.01,4373.21101484734,3,4,1482.53
2017-10-01,"SILVANA MARIA FRANCISCATTO COVATTI",1340.92,2028.58,3550.69,4912.23821214071,3,7,3369.5
2017-11-01,"SILVANA MARIA FRANCISCATTO COVATTI",3401.21,2083.87,2355.6,3097.40938535642,4,4,5485.08
2017-12-01,"SILVANA MARIA FRANCISCATTO COVATTI",7241.67,2004.39,1489.54,3239.47329665878,1,2,9246.06
2015-02-01,"STELA BEATRIZ FARIAS LOPES",0,1115.58,0,0,0,0,1115.58
2015-03-01,"STELA BEATRIZ FARIAS LOPES",5993.92,1988.78,8168.75,25551.4406562534,3,6,7982.7
2015-04-01,"STELA BEATRIZ FARIAS LOPES",0,2467.24,2650.02,1086.49551511191,3,3,2467.24
2015-05-01,"STELA BEATRIZ FARIAS LOPES",0,2123.13,0,0,0,0,2123.13
2015-06-01,"STELA BEATRIZ FARIAS LOPES",4708.64,1678.38,1117.16,2247.52583572164,1,1,6387.02
2015-07-01,"STELA BEATRIZ FARIAS LOPES",0,2478.4,372.39,3239.47329665878,1,0,2478.4
2015-08-01,"STELA BEATRIZ FARIAS LOPES",2120.46,1145.48,2650.02,1529.54941463613,3,3,3265.94
2015-09-01,"STELA BEATRIZ FARIAS LOPES",2379.36,1980.86,1922.55,3707.41250700408,2,3,4360.22
2015-10-01,"STELA BEATRIZ FARIAS LOPES",1925.26,3083.57,2139.06,4322.64109937897,3,3,5008.83
2015-11-01,"STELA BEATRIZ FARIAS LOPES",0,3074.38,1177.79,1322.18814684219,2,2,3074.38
2015-12-01,"STELA BEATRIZ FARIAS LOPES",4060.16,1678.13,0,0,0,0,5738.29
2016-01-01,"STELA BEATRIZ FARIAS LOPES",0,1288.93,0,0,0,0,1288.93
2016-02-01,"STELA BEATRIZ FARIAS LOPES",3090.16,1529.32,1333.66,3755.41025793768,2,2,4619.48
2016-03-01,"STELA BEATRIZ FARIAS LOPES",0,558.63,9522.72,17033.9859442234,1,6,558.63
2016-04-01,"STELA BEATRIZ FARIAS LOPES",2910.1,400.01,1628.11,3902.34352537226,3,2,3310.11
2016-05-01,"STELA BEATRIZ FARIAS LOPES",5110.83,1545.42,2078.43,3568.8552913128,2,3,6656.25
2016-06-01,"STELA BEATRIZ FARIAS LOPES",0,1758.59,588.9,380.132442082088,1,1,1758.59
2016-07-01,"STELA BEATRIZ FARIAS LOPES",0,2382,2061.12,1588.43788837548,4,3,2382
2016-08-01,"STELA BEATRIZ FARIAS LOPES",0,1336.3,588.89,457.745744542066,1,1,1336.3
2016-09-01,"STELA BEATRIZ FARIAS LOPES",0,0,0,0,0,0,0
2016-10-01,"STELA BEATRIZ FARIAS LOPES",0,998.32,0,0,0,0,998.32
2016-11-01,"STELA BEATRIZ FARIAS LOPES",0,938.14,0,0,0,0,938.14
2016-12-01,"STELA BEATRIZ FARIAS LOPES",10000,548.95,0,0,0,0,10548.95
2017-01-01,"STELA BEATRIZ FARIAS LOPES",0,363.88,13555.6,10254.4296393982,1,10,363.88
2017-02-01,"STELA BEATRIZ FARIAS LOPES",0,440.83,744.77,10254.4296393982,1,1,440.83
2017-03-01,"STELA BEATRIZ FARIAS LOPES",10057.29,1713.64,2372.88,6218.75318570704,4,3,11770.93
2017-04-01,"STELA BEATRIZ FARIAS LOPES",0,1442.5,588.9,453.56120062323,2,0,1442.5
2017-05-01,"STELA BEATRIZ FARIAS LOPES",0,2687.27,1177.79,1243.36864536547,2,2,2687.27
2017-06-01,"STELA BEATRIZ FARIAS LOPES",0,2234.94,1766.68,957.029626078048,2,3,2234.94
2017-07-01,"STELA BEATRIZ FARIAS LOPES",0,1991.58,883.34,983.941760006766,2,1,1991.58
2017-08-01,"STELA BEATRIZ FARIAS LOPES",0,2549.83,1766.68,1479.67927654246,3,3,2549.83
2017-09-01,"STELA BEATRIZ FARIAS LOPES",2956.87,2465.18,1766.67,1315.60784844229,2,3,5422.05
2017-10-01,"STELA BEATRIZ FARIAS LOPES",9620,3091.31,3983.67,3082.65654879055,5,6,12711.31
2017-11-01,"STELA BEATRIZ FARIAS LOPES",0,1038.61,0,0,0,0,1038.61
2017-12-01,"STELA BEATRIZ FARIAS LOPES",2819.31,2418.47,1177.78,792.564161891347,1,2,5237.78
2015-02-01,"MARLON ARATOR SANTOS DA ROSA",0,599.14,0,0,0,0,599.14
2015-03-01,"MARLON ARATOR SANTOS DA ROSA",0,980.95,4711.15,2578.72145928614,6,5,980.95
2015-04-01,"MARLON ARATOR SANTOS DA ROSA",0,1610.11,2061.13,809.346589569492,3,2,1610.11
2015-05-01,"MARLON ARATOR SANTOS DA ROSA",0,1068.03,3827.81,1876.70186744482,5,4,1068.03
2015-06-01,"MARLON ARATOR SANTOS DA ROSA",0,1072.75,0,0,0,0,1072.75
2015-07-01,"MARLON ARATOR SANTOS DA ROSA",0,1040.21,883.34,570.598535946377,1,1,1040.21
2015-08-01,"MARLON ARATOR SANTOS DA ROSA",0,1031.68,1177.79,1039.00836580384,2,1,1031.68
2015-09-01,"MARLON ARATOR SANTOS DA ROSA",0,899.57,1177.79,1411.29343761198,3,1,899.57
2015-10-01,"MARLON ARATOR SANTOS DA ROSA",0,1118.64,294.45,502.858804879405,1,0,1118.64
2015-11-01,"MARLON ARATOR SANTOS DA ROSA",0,1225.4,1177.8,1314.05447701273,4,0,1225.4
2015-12-01,"MARLON ARATOR SANTOS DA ROSA",0,1052.27,588.9,722.661740423357,2,0,1052.27
2016-01-01,"MARLON ARATOR SANTOS DA ROSA",0,220.01,294.45,207.736475407446,1,0,220.01
2016-02-01,"MARLON ARATOR SANTOS DA ROSA",0,1355.13,883.35,711.224857135223,2,1,1355.13
2016-03-01,"MARLON ARATOR SANTOS DA ROSA",1253.94,1437.63,1766.67,1935.08902591995,3,3,2691.57
2016-04-01,"MARLON ARATOR SANTOS DA ROSA",1532.07,1083.38,2234.31,867.829215890611,1,3,2615.45
2016-05-01,"MARLON ARATOR SANTOS DA ROSA",0,2278.02,2650.02,1797.9048955681,5,3,2278.02
2016-06-01,"MARLON ARATOR SANTOS DA ROSA",0,2961.84,2355.56,1170.55028851986,3,4,2961.84
2016-07-01,"MARLON ARATOR SANTOS DA ROSA",2860.1,3006.9,2061.13,984.462508250339,2,4,5867
2016-08-01,"MARLON ARATOR SANTOS DA ROSA",1976.05,2964.34,3533.34,2192.29080921688,4,6,4940.39
2016-09-01,"MARLON ARATOR SANTOS DA ROSA",0,2480.7,0,0,0,0,2480.7
2016-10-01,"MARLON ARATOR SANTOS DA ROSA",1572.03,1231.05,1177.78,1191.70396708978,2,2,2803.08
2016-11-01,"MARLON ARATOR SANTOS DA ROSA",3857.77,1505.77,294.45,724.313078273799,1,0,5363.54
2016-12-01,"MARLON ARATOR SANTOS DA ROSA",0,1388.04,0,0,0,0,1388.04
2017-01-01,"MARLON ARATOR SANTOS DA ROSA",0,1038.34,0,0,0,0,1038.34
2017-02-01,"MARLON ARATOR SANTOS DA ROSA",0,1109.55,0,0,0,0,1109.55
2017-03-01,"MARLON ARATOR SANTOS DA ROSA",1310.36,747.8,0,0,0,0,2058.16
2017-04-01,"MARLON ARATOR SANTOS DA ROSA",0,762.78,588.89,637.383255098051,1,1,762.78
2017-05-01,"MARLON ARATOR SANTOS DA ROSA",0,1108.67,294.45,200.836717936778,1,0,1108.67
2017-06-01,"MARLON ARATOR SANTOS DA ROSA",0,1314.86,1177.79,1282.98259132247,3,1,1314.86
2017-07-01,"MARLON ARATOR SANTOS DA ROSA",0,549.18,0,0,0,0,549.18
2017-08-01,"MARLON ARATOR SANTOS DA ROSA",0,150.02,588.9,402.039202870795,2,0,150.02
2017-09-01,"MARLON ARATOR SANTOS DA ROSA",0,1234.43,0,0,0,0,1234.43
2017-10-01,"MARLON ARATOR SANTOS DA ROSA",0,611.39,0,0,0,0,611.39
2017-11-01,"MARLON ARATOR SANTOS DA ROSA",0,266.33,294.45,765.887546065449,1,0,266.33
2017-12-01,"MARLON ARATOR SANTOS DA ROSA",0,686.38,294.45,180.868649830658,1,0,686.38
2015-02-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,1372.16,1472.53,3563.69334196084,3,1,1372.16
2015-03-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",2720.46,2688.82,3256.24,6850.11804251335,6,2,5409.28
2015-04-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",1406.77,2387.88,2061.13,1630.44168349703,3,2,3794.65
2015-05-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",1696.86,2067.27,6195.76,5966.43024166386,4,6,3764.13
2015-06-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",2469.25,2073.32,1411.61,3428.61509628499,2,1,4542.57
2015-07-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",1456.97,3091.71,4650.53,4949.0716084849,7,4,4548.68
2015-08-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",2674.33,2655.68,1255.74,1277.88883246402,4,0,5330.01
2015-09-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",836.97,2791.67,1472.24,548.362132336432,4,1,3628.64
2015-10-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",2719.36,3091.31,3316.86,5674.29268769741,7,3,5810.67
2015-11-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,1716.31,588.9,284.839344832332,2,0,1716.31
2015-12-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",1480.65,2517.42,3394.81,3320.2558610224,9,2,3998.07
2016-01-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2049.35,0,0,0,0,2049.35
2016-02-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",1198.97,2890.18,1766.68,1707.78466664416,4,2,4089.15
2016-03-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",4553.31,1965.78,1550.18,4148.0024791398,4,1,6519.09
2016-04-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,3080.94,588.89,455.509782716104,1,1,3080.94
2016-05-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",763.16,3091.41,1766.68,2194.47505988371,4,2,3854.57
2016-06-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",2120.33,3090.87,2944.47,3196.43622083173,5,4,5211.2
2016-07-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2824.25,4723,2819.33057461735,5,5,2824.25
2016-08-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,3091.36,1177.79,1023.07866468856,3,1,3091.36
2016-09-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,3091.24,2355.57,1831.73561384409,5,3,3091.24
2016-10-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2197.12,883.35,963.702432727312,3,0,2197.12
2016-11-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,3091.33,1472.23,2524.28938289701,3,2,3091.33
2016-12-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",3676.64,2827.04,6317.25,22756.385114518,2,5,6503.68
2017-01-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",2111.82,2332.86,2217,3703.83014463717,4,3,4444.68
2017-02-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",1374.88,2156.44,1628.12,4015.5439004237,4,1,3531.32
2017-03-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",4316.7,2983.63,2650.03,1839.58618709044,6,2,7300.33
2017-04-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2394.5,4864.99,3268.69575252725,6,5,2394.5
2017-05-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,1676.45,1177.78,321.97196766762,2,2,1676.45
2017-06-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2240.25,1766.69,2070.50415604449,5,1,2240.25
2017-07-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2105.02,4864.98,1642.47360497954,3,6,2105.02
2017-08-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",5631.2,2977.72,2433.53,4576.77140234744,6,2,8608.92
2017-09-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",3299.05,2289.11,2372.88,6475.29352846718,3,3,5588.16
2017-10-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2711.94,1177.79,1488.44495423919,2,2,2711.94
2017-11-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",0,2812.68,1177.79,1073.50563342927,2,2,2812.68
2017-12-01,"ADAO ROBERTO RODRIGUES VILLAVERDE",11788.78,1891.87,3007.52,3606.50396327898,3,3,13680.65
2015-02-01,"RONALDO SANTINI",0,2081.55,5551.17,4260.23355999792,5,6,2081.55
2015-03-01,"RONALDO SANTINI",10390.14,3087.22,8495.63,5182.80541420052,7,10,13477.36
2015-04-01,"RONALDO SANTINI",6445.61,2525.52,1766.68,435.479395740767,2,2,8971.13
2015-05-01,"RONALDO SANTINI",3806.4,2614.54,5984.18,4385.82214746564,5,7,6420.94
2015-06-01,"RONALDO SANTINI",0,2278.35,2061.14,1025.99012165382,5,1,2278.35
2015-07-01,"RONALDO SANTINI",2545.08,3060.81,4511.96,4839.21148570429,6,4,5605.89
2015-08-01,"RONALDO SANTINI",7227.5,2900.65,3706.56,5661.99803316258,5,3,10128.15
2015-09-01,"RONALDO SANTINI",0,3091.21,2372.88,5296.89753237523,3,3,3091.21
2015-10-01,"RONALDO SANTINI",0,2865.04,883.35,913.666714395557,3,0,2865.04
2015-11-01,"RONALDO SANTINI",3296.82,2375.54,3767.19,7545.05758745793,8,3,5672.36
2015-12-01,"RONALDO SANTINI",2049.16,3083.79,1472.24,589.672071390556,4,1,5132.95
2016-01-01,"RONALDO SANTINI",0,3066.6,2061.13,1567.96262356923,5,2,3066.6
2016-02-01,"RONALDO SANTINI",2281.38,2629.12,3100.36,4822.60063996354,8,2,4910.5
2016-03-01,"RONALDO SANTINI",2670.2,2440.77,2217.01,4241.21362003762,5,2,5110.97
2016-04-01,"RONALDO SANTINI",5513.8,2841.71,2961.79,7728.79521951924,7,2,8355.51
2016-05-01,"RONALDO SANTINI",12529.45,3089.43,4572.59,5402.81643937172,10,4,15618.88
2016-06-01,"RONALDO SANTINI",2968.52,2806.05,3117.66,8935.19559024767,5,3,5774.57
2016-07-01,"RONALDO SANTINI",0,3091.54,4711.16,3011.55142244151,12,4,3091.54
2016-08-01,"RONALDO SANTINI",0,3091.55,588.9,726.49679523832,2,0,3091.55
2016-09-01,"RONALDO SANTINI",0,559.81,294.45,181.901451958234,1,0,559.81
2016-10-01,"RONALDO SANTINI",5419.19,2296.02,0,0,0,0,7715.21
2016-11-01,"RONALDO SANTINI",0,2866.3,4745.78,4246.80043414498,7,4,2866.3
2016-12-01,"RONALDO SANTINI",0,2935.2,2061.12,1050.93218306105,3,3,2935.2
2017-01-01,"RONALDO SANTINI",0,2899.3,1472.24,966.013929267372,3,2,2899.3
2017-02-01,"RONALDO SANTINI",1199.06,2868.85,2961.79,3995.82474052399,6,2,4067.91
2017-03-01,"RONALDO SANTINI",0,3057.81,2355.59,1884.37211415091,7,1,3057.81
2017-04-01,"RONALDO SANTINI",0,3080.41,3533.35,1853.25836558171,5,5,3080.41
2017-05-01,"RONALDO SANTINI",2803.98,3060.99,2355.58,1646.00854830519,4,3,5864.97
2017-06-01,"RONALDO SANTINI",3182.56,3058.16,2511.45,4424.79887928251,5,3,6240.72
2017-07-01,"RONALDO SANTINI",0,2963.35,1177.79,1343.1389612057,3,1,2963.35
2017-08-01,"RONALDO SANTINI",2233.79,3088.11,4434.01,5169.51119869439,7,5,5321.9
2017-09-01,"RONALDO SANTINI",0,3081.83,1472.23,927.342505569081,3,2,3081.83
2017-10-01,"RONALDO SANTINI",0,3082.9,2650.02,1663.62755964583,5,3,3082.9
2017-11-01,"RONALDO SANTINI",0,3087.64,3827.8,2121.38418807261,6,5,3087.64
2017-12-01,"RONALDO SANTINI",0,3089.88,1472.23,1109.73571047401,2,2,3089.88
2015-02-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-03-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-04-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-05-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-06-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-07-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-08-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-09-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-10-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-11-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2015-12-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2016-01-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2016-02-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2016-03-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2016-04-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2016-05-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2016-06-01,"JUVIR COSTELLA",0,0,0,0,0,0,0
2016-07-01,"JUVIR COSTELLA",0,598.7,588.89,739.613385242155,1,1,598.7
2016-08-01,"JUVIR COSTELLA",0,2261.15,1766.67,1169.46036730621,2,3,2261.15
2016-09-01,"JUVIR COSTELLA",0,476.96,0,0,0,0,476.96
2016-10-01,"JUVIR COSTELLA",0,1314.03,1766.68,1251.04630933417,3,2,1314.03
2016-11-01,"JUVIR COSTELLA",3857.77,3015.66,1177.78,949.93441929067,1,2,6873.43
2016-12-01,"JUVIR COSTELLA",2113.53,1210.91,588.89,724.313078273799,1,1,3324.44
2017-01-01,"JUVIR COSTELLA",0,2086.54,0,0,0,0,2086.54
2017-02-01,"JUVIR COSTELLA",0,2392.63,1177.78,1003.55341382148,1,2,2392.63
2017-03-01,"JUVIR COSTELLA",0,2816.92,2355.56,1545.44243797182,3,4,2816.92
2017-04-01,"JUVIR COSTELLA",0,3080.95,1766.67,1597.05592456226,2,3,3080.95
2017-05-01,"JUVIR COSTELLA",2743.35,3017.12,2355.56,2343.76626484384,3,4,5760.47
2017-06-01,"JUVIR COSTELLA",2933.81,3091.02,1177.78,261.013875379353,1,2,6024.83
2017-07-01,"JUVIR COSTELLA",0,3016.75,588.89,707.938722649461,1,1,3016.75
2017-08-01,"JUVIR COSTELLA",3363.88,3057.42,1177.78,828.132772878435,2,2,6421.3
2017-09-01,"JUVIR COSTELLA",0,3026.01,2650.01,2649.04914422698,4,4,3026.01
2017-10-01,"JUVIR COSTELLA",5638.63,3086.23,1766.67,1184.19036886556,2,3,8724.86
2017-11-01,"JUVIR COSTELLA",0,3088.82,2355.56,2806.73250993233,2,4,3088.82
2017-12-01,"JUVIR COSTELLA",1866.07,2750.69,294.45,490.895924930328,1,0,4616.76
2015-02-01,"SERGIO BERGONSI TURRA",0,1459.43,588.9,838.188130214362,2,0,1459.43
2015-03-01,"SERGIO BERGONSI TURRA",0,1321.63,2061.13,1115.79261753015,3,2,1321.63
2015-04-01,"SERGIO BERGONSI TURRA",4986.66,1535.96,3490.04,3706.90673266569,2,4,6522.62
2015-05-01,"SERGIO BERGONSI TURRA",842.97,1460.45,8874.84,20508.8592787963,1,6,2303.42
2015-06-01,"SERGIO BERGONSI TURRA",3807.7,1726.93,3767.17,4521.99904501553,2,5,5534.63
2015-07-01,"SERGIO BERGONSI TURRA",1119.06,1653.47,4667.83,3415.6539544406,4,5,2772.53
2015-08-01,"SERGIO BERGONSI TURRA",3026.3,1359.32,1117.16,766.745329727258,1,1,4385.62
2015-09-01,"SERGIO BERGONSI TURRA",3976.32,1896.61,2650.02,2008.7745380618,5,4,5872.93
2015-10-01,"SERGIO BERGONSI TURRA",0,1611.69,4000.98,4058.82486608886,2,6,1611.69
2015-11-01,"SERGIO BERGONSI TURRA",0,1800.15,2355.56,1674.79982774291,4,4,1800.15
2015-12-01,"SERGIO BERGONSI TURRA",0,1182.71,294.45,514.778225762205,1,0,1182.71
2016-01-01,"SERGIO BERGONSI TURRA",0,1229.23,588.89,312.173466887383,1,1,1229.23
2016-02-01,"SERGIO BERGONSI TURRA",0,1236.55,1177.79,1022.72137233245,3,1,1236.55
2016-03-01,"SERGIO BERGONSI TURRA",2586.26,2218.6,2650.01,1494.61606468556,3,4,4804.86
2016-04-01,"SERGIO BERGONSI TURRA",0,1788.69,6587.11,5118.28882380419,3,8,1788.69
2016-05-01,"SERGIO BERGONSI TURRA",2470.98,1898.93,883.34,717.049291437102,2,1,4369.91
2016-06-01,"SERGIO BERGONSI TURRA",0,2580.74,2650.01,1937.7140002353,4,4,2580.74
2016-07-01,"SERGIO BERGONSI TURRA",2695.3,1698.41,2805.89,4857.04602267925,5,4,4393.71
2016-08-01,"SERGIO BERGONSI TURRA",0,1145.09,2234.31,3239.47329665878,1,3,1145.09
2016-09-01,"SERGIO BERGONSI TURRA",0,0,0,0,0,0,0
2016-10-01,"SERGIO BERGONSI TURRA",8806.11,1933.09,1766.68,1258.10266581996,3,3,10739.2
2016-11-01,"SERGIO BERGONSI TURRA",0,1292.41,2823.2,3694.98307937489,2,4,1292.41
2016-12-01,"SERGIO BERGONSI TURRA",0,2038.69,294.45,292.933855382762,1,0,2038.69
2017-01-01,"SERGIO BERGONSI TURRA",2279.32,1121.88,1472.24,868.886644231241,2,3,3401.2
2017-02-01,"SERGIO BERGONSI TURRA",0,1622.46,3256.21,3824.46287827374,2,5,1622.46
2017-03-01,"SERGIO BERGONSI TURRA",998.75,2286.75,2433.51,4471.41193942409,3,4,3285.5
2017-04-01,"SERGIO BERGONSI TURRA",0,2178.48,588.89,492.709038468832,1,1,2178.48
2017-05-01,"SERGIO BERGONSI TURRA",2577.72,2175.03,3845.1,4129.55141535908,4,6,4752.75
2017-06-01,"SERGIO BERGONSI TURRA",250.61,1978.77,2061.12,1331.71671115661,3,3,2229.38
2017-07-01,"SERGIO BERGONSI TURRA",869.82,1801.27,1472.23,1248.42158235359,2,2,2671.09
2017-08-01,"SERGIO BERGONSI TURRA",3186.23,1986.51,3100.33,2715.30957456731,3,5,5172.74
2017-09-01,"SERGIO BERGONSI TURRA",762.56,2808.43,3394.78,5463.70661057504,6,5,3570.99
2017-10-01,"SERGIO BERGONSI TURRA",1705.64,2565.35,883.34,1011.67392014617,2,1,4270.99
2017-11-01,"SERGIO BERGONSI TURRA",0,1793.04,2061.13,1910.90085072277,3,3,1793.04
2017-12-01,"SERGIO BERGONSI TURRA",0,2152.92,2061.12,1451.33216204167,2,3,2152.92
2015-02-01,"MIRIAM PAZ GARCEZ MARRONI",0,1733.73,2357.63,3650.304144881,2,3,1733.73
2015-03-01,"MIRIAM PAZ GARCEZ MARRONI",6234.64,3086.98,1255.74,4088.68821320815,4,0,9321.62
2015-04-01,"MIRIAM PAZ GARCEZ MARRONI",3624.36,3062.85,294.45,410.830848222221,1,0,6687.21
2015-05-01,"MIRIAM PAZ GARCEZ MARRONI",2586.46,3087.6,3178.3,6148.27811642612,6,2,5674.06
