cidade,cnpj,data,requisicao,valor
SANTA VITORIA DO PALMAR,94.293.032/0001-76  ,2017-08-05,98651,370.0
CERRO GRANDE DO SUL,04.029.074/0001-01,2017-08-10,98792,80.0
CRISTAL,17.492.478/0001-89,2017-08-11,98792,85.0
CAMAQUA,00.709.566/0001-97,2017-08-12,98792,80.0
PANTANO GRANDE,11.353.205/0001-77,2017-08-17,98969,77.0
JAGUARAO,02.088.189/0001-41,2017-08-19,98969,104.0
CACHOEIRA DO SUL,89.629.877/0001-50,2017-08-22,98969,118.0
ENCRUZILHADA DO SUL,00.534.190/0001-27,2017-08-25,99172,100.0
RIO PARDO,06.213.827/0001-60  ,2017-08-26,99172,70.0
ARROIO GRANDE,11.292.569/0001-94,2017-09-09,99450,77.0
VACARIA,86.761.715/0001-82,2017-09-14,99691,100.0
CAMBARA DO SUL,08.840.073/0001-01,2017-09-15,99691,100.0
DOM FELICIANO,06.981.350/0001-62,2017-09-16,99691,72.5
SAO PEDRO DO SUL,01.411.003/0001-80,2017-09-21,99750,70.0
SAO BORJA,93.526.457/0001-15  ,2017-09-22,99750,160.0
MATA,91.223.032/0001-01  ,2017-09-23,99750,80.0
TAPES,08.293.226/0001-30,2017-09-29,99998,78.0
TERRA DE AREIA,02.302.070/0001-20,2017-10-06,100205,70.0
VACARIA,00.844.104/0001-82,2017-10-07,100205,160.0
FONTOURA XAVIER,11.174.560/0001-89,2017-10-19,100536,50.0
PINHEIRO MACHADO,12.200.826/0001-83,2017-10-20,100536,120.0
CERRO GRANDE DO SUL,04.029.074/0001-01,2017-10-26,100799,60.0
RIO PARDO,06.213.827/0001-60  ,2017-10-27,100799,70.0
CRISTAL,17.492.478/0001-89,2017-11-10,101244,87.0
CAMAQUA,00.709.566/0001-97,2017-11-11,101244,78.0
SANTA VITORIA DO PALMAR,94.293.032/0001-76  ,2017-11-16,101244,188.0
CANDIOTA,03.022.241/0001-20,2017-12-01,101619,100.0
CANDIOTA,16.872.598/0002-20,2017-12-02,101619,123.0
SAO LOURENCO DO SUL,90.573.643/0002-06,2017-02-17,94701,14.89
CAXIAS DO SUL,94.319.597/0001-85,2017-02-23,94852,47.0
GRAMADO,18.729.898/0001-07,2017-03-08,95133,35.2
IGREJINHA,16.367.850/0001-62,2017-03-20,95362,33.0
CAMAQUA,16.537.936/0001-96,2017-03-30,95970,22.5
BAGE,15.439.804/0001-69,2017-04-07,96004,426.3
SANTA CRUZ DO SUL,11.858.643/0001-97,2017-04-08,96004,262.0
TRAMANDAI,03.341.036/0001-27,2017-05-13,96693,15.0
SANTANA DO LIVRAMENTO,94.773.694/0001-43,2017-05-26,97145,180.0
SANTANA DO LIVRAMENTO,03.258.062/0001-96  ,2017-05-27,97145,179.0
LAJEADO,12.476.795/0001-98,2017-06-06,97340,15.5
PELOTAS,92.192.368/0001-17  ,2017-06-10,97364,370.0
CAPAO DA CANOA,11.156.278/0001-79,2017-06-16,97486,19.0
PELOTAS,05.539.576/0002-26,2017-07-10,98015,290.0
PANTANO GRANDE,01.324.812/0001-55  ,2017-08-16,98917,28.8
BAGE,15.439.804/0001-69,2017-08-24,99166,220.5
CAPAO DA CANOA,26.768.540/0001-03,2017-08-28,99173,14.48
CAMAQUA,16.537.936/0001-96,2017-08-30,99282,6.0
PELOTAS,05.539.576/0002-26,2017-09-16,99629,296.0
SANTA CRUZ DO SUL,17.425.040/0001-88,2017-09-29,99955,39.83
CAPAO DA CANOA,94.230.190/0002-68,2017-10-08,100311,21.0
SANTO ANGELO,96.201.512/0001-95  ,2017-10-27,100788,231.0
VENANCIO AIRES,09.185.428/0001-20,2017-11-16,101434,35.7
PANTANO GRANDE,01.324.812/0001-55  ,2017-11-30,101727,35.5
CAMAQUA,02.271.341/0006-31  ,2017-12-13,101863,12.5
CAMBARA DO SUL,01.813.455/0001-99  ,2017-01-29,94470,200.0
BENTO GONCALVES,07.252.333/0002-38,2017-02-17,94783,22.0
OSORIO,94.779.295/0001-90  ,2017-02-21,94784,33.8
BENTO GONCALVES,07.241.716/0001-20,2017-02-22,94785,38.0
PASSO FUNDO,92.031.954/0001-80,2017-03-04,95006,215.0
Fontoura Xavier,20.254.266/0001-78,2017-03-07,95022,15.0
POUSO NOVO,09.404.504/0001-41,2017-03-08,95037,22.0
GARIBALDI,92.097.971/0001-10  ,2017-03-10,95112,28.75
PAVERAMA,08.215.269/0001-05,2017-03-16,95456,37.25
IBIRAPUITA,93.257.822/0001-33,2017-03-18,95457,30.0
RIO GRANDE,88.564.851/0001-08  ,2017-04-17,96152,175.0
ERECHIM,03.815.137/0001-92  ,2017-04-21,96258,158.0
CAXIAS DO SUL,02.094.823/0001-59,2017-04-24,96253,45.0
ROSARIO DO SUL,94.826.781/0001-11  ,2017-05-05,96562,88.0
SAO BORJA,93.526.457/0002-04,2017-05-06,96562,90.0
ANTA GORDA,19.449.639/0001-87,2017-05-18,96949,20.0
GARIBALDI,95.124.434/0001-00  ,2017-05-26,97135,27.0
PELOTAS,92.209.790/0001-38  ,2017-06-02,97348,215.0
BOM JESUS,10.902.792/0002-24,2017-06-14,97620,30.0
BAGE,21.218.848/0001-61,2017-06-24,97745,85.0
ROCA SALES,14.172.268/0001-15,2017-07-03,97885,37.0
BARAO DE COTEGIPE,04.286.687/0001-24  ,2017-07-29,98486,110.0
POUSO NOVO,19.087.222/0001-11,2017-08-19,98956,55.0
BOA VISTA DO BURICA,14.487.579/0001-73,2017-08-20,98956,105.0
BAGE,15.439.804/0001-69,2017-08-29,99194,189.0
PELOTAS,92.209.790/0001-38  ,2017-09-08,99406,212.5
GRAMADO,04.870.843/0001-08,2017-09-30,100001,240.0
NOVA PRATA,04.305.782/0001-28  ,2017-10-02,100007,50.0
BAGE,21.218.848/0001-61,2017-10-07,100258,180.0
IBIRUBA,02.608.698/0001-58,2017-10-20,100628,242.8
LAJEADO,24.793.276/0001-32,2017-10-21,100628,169.0
FLORES DA CUNHA,01.212.767/0001-47,2017-11-03,100851,35.0
PASSO FUNDO,92.031.954/0001-80,2017-11-11,101058,185.0
VERANOPOLIS,89.471.270/0001-94  ,2017-11-12,101058,187.5
DAVID CANABARRO,90.450.479/0001-50  ,2017-11-17,101292,110.0
LAGOA VERMELHA,04.324.515/0001-06,2017-11-18,101292,220.0
TIO HUGO,07.957.205/0001-09,2017-11-20,101293,21.0
CAXIAS DO SUL,20.221.256/0001-36,2017-11-25,101719,193.0
FARROUPILHA,00.130.095/0001-68    ,2017-11-27,101721,26.0
SAO MARCOS,93.559.235/0001-07,2017-12-09,101873,149.5
BOA VISTA DO BURICA,27.606.745/0001-55,2017-12-10,101873,150.0
PASSO FUNDO,14.656.146/0001-02,2017-01-12,94300,30.0
GUAPORE,00.460.430/0001-96  ,2017-01-13,94300,30.0
LAJEADO,06.185.645/0001-22  ,2017-01-26,94414,16.75
PASSO FUNDO,03.976.319/0002-26,2017-01-28,94414,80.0
SANTA ROSA,08.029.317/0001-62,2017-02-10,94596,199.0
VILA FLORES,88.625.181/0008-69,2017-02-11,94596,82.5
PASSO FUNDO,88.195.979/0001-41,2017-03-04,95036,60.0
PASSO FUNDO,03.976.319/0002-26,2017-03-06,95036,81.5
LAGOA VERMELHA,04.324.515/0001-06,2017-03-31,95830,110.0
PANAMBI,21.283.669/0001-08,2017-04-01,95830,110.0
IBIRUBA,04.216.442/0001-20  ,2017-04-07,96022,173.0
FARROUPILHA,04.889.848/0001-74,2017-05-05,96619,99.0
LAGOA VERMELHA,04.324.515/0001-06,2017-05-06,96619,110.0
GRAMADO,74.717.067/0001-88,2017-05-12,96814,122.14
FARROUPILHA,04.889.848/0001-74,2017-05-26,97044,99.0
PASSO FUNDO,94.591.872/0001-15  ,2017-06-02,97233,82.0
PASSO FUNDO,03.976.319/0002-26,2017-06-22,97734,80.0
ERECHIM,03.815.137/0001-92  ,2017-06-23,97734,128.0
VILA FLORES,88.625.181/0008-69,2017-06-30,97887,82.5
LAJEADO,06.185.645/0001-22  ,2017-07-07,98018,20.35
IJUI,06.096.110/0001-85,2017-07-18,98318,100.0
SANTA MARIA,95.624.219/0001-78  ,2017-07-19,98318,99.22
PASSO FUNDO,03.976.319/0002-26,2017-08-04,98698,105.0
SANANDUVA,04.961.560/0001-63  ,2017-08-05,98698,90.0
PASSO FUNDO,03.976.319/0002-26,2017-08-18,98940,80.0
SANTA ROSA,08.029.317/0001-62,2017-08-19,98940,95.0
DOM PEDRITO,11.020.358/0001-00,2017-09-11,99641,100.0
VILA FLORES,88.625.181/0008-69,2017-09-15,99644,75.0
ANTONIO PRADO,03.625.490/0001-00  ,2017-09-18,99651,27.4
PASSO FUNDO,03.976.319/0002-26,2017-09-22,99883,80.0
GRAMADO,74.717.067/0001-88,2017-09-30,99929,152.14
CASCA,18.681.788/0001-04,2017-10-05,100214,28.0
DOM PEDRITO,11.020.358/0001-00,2017-10-27,100803,119.0
FARROUPILHA,04.889.848/0001-74,2017-11-12,101181,99.0
SOLEDADE,91.880.633/0001-97  ,2017-11-23,101377,33.0
IJUI,06.096.110/0001-85,2017-12-01,101806,140.0
PASSO FUNDO,03.976.319/0002-26,2017-12-02,101806,80.0
SANTA ROSA,08.029.317/0001-62,2017-12-11,101812,298.5
PASSO FUNDO,14.656.146/0001-02,2017-12-15,101947,31.0
CANGUCU,88.359.872/0001-91  ,2017-01-17,94305,60.0
SANTA VITORIA DO PALMAR,23.903.151/0001-55,2017-01-18,94305,85.0
OSORIO,94.167.426/0001-88,2017-01-22,94443,51.52
LAGOAO,17.551.636/0001-24,2017-01-28,94443,80.0
CARAZINHO,88.446.745/0001-20,2017-02-02,94443,95.0
CRUZ ALTA,89.120.141/0005-85  ,2017-02-03,94443,100.0
OSORIO,93.489.243/0039-99,2017-02-11,94613,21.47
IJUI,19.381.163/0001-90,2017-02-20,94780,70.0
ERECHIM,09.399.113/0001-86,2017-03-04,94897,165.0
SANTA MARIA,94.879.921/0003-81,2017-03-10,95081,47.85
BRASILIA,72.629.140/0001-34  ,2017-03-15,95230,275.0
CAXIAS DO SUL,03.295.591/0001-60  ,2017-03-24,95613,82.0
URUGUAIANA,20.024.925/0001-80,2017-03-29,95827,70.0
SANTA CRUZ DO SUL,91.637.330/0001-48,2017-03-31,95827,144.0
RIO PARDO,08.294.196/0001-86,2017-04-08,95919,18.0
ERECHIM,17.652.653/0001-58,2017-04-25,96362,79.0
POUSO NOVO,19.087.222/0001-11,2017-04-26,96362,75.0
FONTOURA XAVIER,11.174.560/0001-89,2017-05-06,96593,76.5
CARAZINHO,88.446.745/0001-20,2017-05-07,96593,193.0
VERANOPOLIS,89.471.270/0001-94  ,2017-05-28,96966,125.0
VACARIA,13.588.775/0001-71,2017-06-03,97235,170.0
PASSO FUNDO,15.930.180/0001-88,2017-06-05,97235,247.58
OSORIO,08.986.444/0001-50,2017-06-05,97235,52.0
URUGUAIANA,07.678.023/0001-07,2017-06-12,97466,45.0
URUGUAIANA,20.024.925/0001-80,2017-06-13,97466,130.0
CARAZINHO,88.446.745/0001-20,2017-06-24,97603,130.0
PANTANO GRANDE,01.324.812/0001-55  ,2017-07-22,98359,31.0
ERECHIM,09.399.113/0001-86,2017-07-26,98503,152.5
POUSO NOVO,19.087.222/0001-11,2017-07-27,98503,75.0
BAGE,87.398.004/0001-58,2017-07-29,98503,90.0
DOM PEDRITO,11.020.358/0001-00,2017-07-30,98503,126.0
PANTANO GRANDE,15.605.050/0001-70,2017-08-24,99214,120.0
DOM PEDRITO,11.020.358/0001-00,2017-08-26,99214,215.0
BAGE,87.398.004/0001-58,2017-08-27,99214,200.0
VENANCIO AIRES,07.896.543/0001-88,2017-09-03,99335,45.0
CAXIAS DO SUL,03.295.591/0001-60  ,2017-09-20,99863,183.0
OSORIO,20.844.683/0001-70,2017-09-24,99967,30.3
Punta Del Este - URUGUAI, ,2017-10-10,99936,646.29
POUSO NOVO,09.404.504/0001-41,2017-10-13,100437,32.0
ARROIO DO SAL,07.685.958/0001-02,2017-10-14,100437,23.0
VACARIA,13.588.775/0001-71,2017-10-19,100785,115.0
BENTO GONCALVES,94.192.242/0001-78,2017-10-20,100785,100.0
CANELA,04.480.329/0006-62,2017-10-22,100785,180.0
SALVADOR DO SUL,03.229.863/0002-04,2017-11-10,101185,33.05
IJUI,19.381.163/0001-90,2017-11-18,101308,145.0
ENCRUZILHADA DO SUL,03.643.925/0001-49,2017-11-21,101447,12.0
BENTO GONCALVES,94.192.242/0001-78,2017-11-23,101447,230.0
VENANCIO AIRES,93.959.591/0001-00  ,2017-12-04,101662,32.5
SEBERI,91.592.337/0001-90,2017-03-02,94943,25.0
TRES PASSOS,07.378.287/0001-37,2017-03-03,94943,7.5
PALMITINHO,02.200.688/0001-89  ,2017-03-04,94943,21.0
TIO HUGO,01.809.606/0001-35  ,2017-03-05,94943,25.0
PASSO FUNDO,01.925.530/0001-03  ,2017-03-16,95271,28.9
TENENTE PORTELA,91.042.531/0001-00,2017-03-17,95271,25.0
SANTO AUGUSTO,00.197.171/0001-52  ,2017-03-18,95271,35.0
RONDINHA,02.911.982/0001-07,2017-03-22,95533,25.0
BARAO DE COTEGIPE,23.092.860/0001-06,2017-03-23,95533,18.0
TIO HUGO,01.809.606/0001-35  ,2017-03-25,95533,20.0
SANTANA DO LIVRAMENTO,94.773.694/0001-43,2017-04-27,96443,220.0
NAO-ME-TOQUE,10.951.725/0001-19,2017-04-28,96445,40.0
CAICARA,21.797.565/0001-11,2017-04-29,96445,35.0
IRAI,10.374.029/0001-97,2017-04-30,96445,30.0
PASSO FUNDO,89.764.450/0001-64,2017-05-05,96476,364.5
SARANDI,05.724.523/0001-02,2017-05-19,96888,25.0
SEBERI,08.663.820/0001-75,2017-05-20,96888,21.0
SARANDI,05.556.876/0001-32  ,2017-05-21,96888,58.9
PALMEIRA DAS MISSOES,08.912.380/0001-42,2017-06-01,97259,25.0
RONDINHA,02.911.982/0001-07,2017-06-02,97259,25.0
SAO JOSE DO OURO,94.231.461/0001-19,2017-06-16,97483,85.0
TENENTE PORTELA,91.042.531/0001-00,2017-06-17,97483,22.0
SARANDI,05.556.876/0001-32  ,2017-06-18,97483,38.9
SANTA MARIA,10.673.262/0001-70,2017-06-23,97703,8.0
CAICARA,21.797.565/0001-11,2017-06-24,97703,25.0
TIO HUGO,01.809.606/0001-35  ,2017-06-25,97703,35.0
SOBRADINHO,03.279.535/0001-31  ,2017-07-01,97827,138.0
NOVA ROMA DO SUL,10.701.355/0001-61,2017-07-07,98063,24.0
TIO HUGO,01.809.606/0001-35  ,2017-07-14,98173,23.0
TIO HUGO,01.809.606/0001-35  ,2017-07-15,98173,25.0
FAGUNDES VARELA,06.922.268/0001-67,2017-08-11,98949,25.0
TIO HUGO,01.809.606/0001-35  ,2017-08-12,98949,25.0
TIO HUGO,01.809.606/0001-35  ,2017-08-17,98949,12.0
SANTA ROSA,07.245.815/0001-80,2017-08-18,98949,30.0
SARANDI,05.724.523/0001-02,2017-08-19,98949,25.0
PASSO FUNDO,89.764.450/0001-64,2017-09-01,99338,269.0
SEBERI,08.663.820/0001-75,2017-09-02,99338,20.0
SEBERI,91.592.337/0001-90,2017-09-03,99338,30.0
ERVAL GRANDE,90.315.326/0001-09,2017-09-08,99503,24.0
TIO HUGO,01.809.606/0001-35  ,2017-09-09,99503,25.0
PASSO FUNDO,89.764.450/0001-64,2017-09-15,99570,269.0
TIO HUGO,01.809.606/0001-35  ,2017-10-05,100277,30.0
TAQUARUCU DO SUL,10.262.177/0001-10,2017-10-06,100277,20.0
TAQUARUCU DO SUL,10.262.177/0001-10,2017-10-07,100277,23.0
FONTOURA XAVIER,20.254.266/0001-78,2017-10-18,100546,35.0
PANAMBI,26.633.374/0001-38,2017-10-19,100546,34.0
SEBERI,08.663.820/0001-75,2017-10-20,100546,16.0
TIO HUGO,01.809.606/0001-35  ,2017-10-21,100546,25.0
SEBERI,08.663.820/0001-75,2017-11-03,100991,28.0
TIO HUGO,01.809.606/0001-35  ,2017-11-04,100991,22.0
SERAFINA CORREA,01.296.845/0001-39  ,2017-11-10,101052,25.0
SARANDI,05.724.523/0001-02,2017-11-11,101052,31.0
TIO HUGO,01.809.606/0001-35  ,2017-11-16,101398,22.0
TENENTE PORTELA,91.042.531/0001-00,2017-11-17,101398,35.0
SARANDI,05.724.523/0001-02,2017-11-18,101398,25.0
CARAZINHO,00.440.439/0001-35  ,2017-11-24,101399,24.5
OSORIO,03.240.765/0001-97  ,2017-03-24,95518,25.2
CACHOEIRA DO SUL,87.757.316/0001-00,2017-03-30,95664,114.25
SANTA CRUZ DO SUL,89.193.973/0001-06  ,2017-04-07,95879,40.5
TRAMANDAI,16.643.061/0001-07,2017-04-26,96296,51.0
CAPAO DO LEAO,12.344.419/0001-40,2017-05-11,96646,16.5
PELOTAS,03.068.961/0001-26,2017-05-12,96646,46.66
ALEGRETE,04.543.595/0001-82  ,2017-05-20,96801,235.6
PELOTAS,90.313.636/0001-86,2017-06-08,97309,40.0
PELOTAS,03.068.961/0001-26,2017-06-09,97309,54.6
IBIRUBA,02.608.698/0001-58,2017-06-22,97590,178.0
CRUZ ALTA,89.120.141/0005-85  ,2017-06-23,97590,175.0
CAPAO DA CANOA,89.473.854/0001-07  ,2017-07-07,97994,129.0
PELOTAS,03.068.961/0001-26,2017-07-10,97995,26.62
IBIRUBA,02.608.698/0001-58,2017-08-05,98619,178.0
PELOTAS,92.192.368/0001-17  ,2017-08-18,98888,188.0
CACHOEIRA DO SUL,87.757.316/0001-00,2017-09-01,99251,168.5
PELOTAS,92.192.368/0001-17  ,2017-09-22,99705,168.0
SANTA VITORIA DO PALMAR,94.293.032/0001-76  ,2017-09-23,99705,155.0
CONSTANTINA,94.593.605/0001-87  ,2017-09-30,99889,110.0
IBIRUBA,02.608.698/0001-58,2017-10-14,100329,239.0
PELOTAS,92.192.368/0001-17  ,2017-10-21,100492,336.0
URUGUAIANA,02.522.355/0001-76,2017-10-26,100715,108.0
ALEGRETE,04.543.595/0001-82  ,2017-10-27,100715,235.6
OSORIO,94.687.290/0001-37,2017-10-30,100767,28.1
SAO GABRIEL,15.055.746/0001-70,2017-12-06,101739,110.0
SAO BORJA,26.309.454/0001-32,2017-12-07,101739,193.0
SANTA CRUZ DO SUL,02.589.899/0001-55  ,2017-02-11,94539,9.5
BRASILIA,00.469.171/0004-07,2017-03-15,95199,275.0
SANTA MARIA,94.879.921/0003-81,2017-03-17,95319,27.05
SANTA CRUZ DO SUL,89.731.988/0001-72,2017-03-17,95319,115.0
ROSARIO DO SUL,94.590.361/0001-89  ,2017-03-23,95635,15.6
ROSARIO DO SUL,86.861.986/0002-90,2017-03-24,95635,110.0
ERECHIM,03.815.137/0001-92  ,2017-03-31,95820,158.0
BELO HORIZONTE,64.355.258/0004-36,2017-04-05,95840,157.5
PELOTAS,09.152.427/0001-80,2017-04-17,96065,19.15
VENANCIO AIRES,91.369.694/0001-94  ,2017-05-26,96984,35.88
POUSO NOVO,09.404.504/0001-41,2017-11-25,101481,7.5
SAO FRANCISCO DE PAULA,14.360.542/0001-80,2017-12-22,102037,50.7
CARAZINHO,00.440.439/0001-35  ,2017-01-19,94357,28.0
PAVERAMA,08.215.269/0001-05,2017-01-29,94512,29.0
VERANOPOLIS,05.892.639/0001-42,2017-02-02,94516,24.5
BENTO GONCALVES,24.126.185/0001-43,2017-02-04,94517,162.74
BENTO GONCALVES,24.126.185/0001-43,2017-02-17,94935,152.44
TAPERA,07.424.006/0001-35  ,2017-03-05,95057,20.0
VICTOR GRAEFF,18.587.342/0001-15,2017-03-06,95059,18.0
SARANDI,05.724.523/0001-02,2017-03-11,95341,19.5
SOLEDADE,18.913.794/0001-40,2017-03-17,95638,16.5
TIO HUGO,15.205.822/0001-86,2017-03-20,95639,14.5
LAJEADO,90.010.604/0001-01  ,2017-04-13,96116,30.0
NOVA PRATA,04.305.782/0001-28  ,2017-04-17,96118,25.0
SAO MARCOS,90.917.089/0001-48,2017-04-24,96309,25.0
PANAMBI,21.283.669/0001-08,2017-04-27,96348,122.5
SOLEDADE,04.387.537/0001-07,2017-04-28,96348,100.0
PONTAO,92.332.691/0001-49,2017-05-05,96575,26.0
PARAISO DO SUL,09.616.078/0001-00,2017-05-08,96667,26.0
NOVA PRATA,22.993.038/0001-45,2017-05-20,96880,60.0
SOLEDADE,91.880.633/0001-97  ,2017-05-25,97065,22.0
ARROIO DO MEIO,13.892.243/0001-23,2017-06-02,97190,21.5
PASSO FUNDO,07.268.762/0001-12,2017-06-05,97191,18.0
PASSO FUNDO,23.522.606/0001-92,2017-06-19,97475,31.79
BARAO DE COTEGIPE,04.286.687/0001-24  ,2017-06-23,97651,85.0
BARROS CASSAL,14.421.791/0002-19,2017-06-26,97654,25.5
BARRA FUNDA,10.981.151/0001-21,2017-07-01,97826,80.0
PAVERAMA,08.215.269/0001-05,2017-07-07,97977,12.01
PANAMBI,02.455.195/0001-90,2017-07-21,98371,100.0
PANAMBI,02.455.195/0001-90,2017-07-22,98371,90.0
FLORES DA CUNHA,12.713.417/0001-80,2017-08-28,99138,20.0
PALMEIRA DAS MISSOES,05.438.788/0001-36,2017-09-02,99411,75.0
ESPUMOSO,04.280.284/0001-78  ,2017-09-22,99738,97.0
RESTINGA SECA,18.043.954/0001-47,2017-09-29,99983,75.0
SOLEDADE,91.880.633/0001-97  ,2017-10-02,99984,30.5
ERECHIM,14.654.084/0001-91,2017-10-06,100188,95.0
SAO VICENTE DO SUL,12.210.182/0001-04,2017-11-04,100824,85.0
SANTA MARIA,91.222.869/0002-17,2017-11-05,100824,195.0
VACARIA,00.844.104/0001-82,2017-11-16,101243,120.0
ARVOREZINHA,15.571.999/0001-04,2017-11-17,101249,30.0
BARROS CASSAL,01.540.420/0001-23,2017-11-27,101393,20.0
CARAZINHO,00.440.439/0001-35  ,2017-12-18,101940,32.0
FONTOURA XAVIER,07.328.406/0001-47  ,2017-02-12,94718,16.73
CRUZ ALTA,20.538.699/0001-55,2017-02-20,94731,105.0
SANTA MARIA,95.624.219/0001-78  ,2017-03-10,95443,152.25
PALMEIRA DAS MISSOES,05.438.788/0001-36,2017-03-11,95443,60.0
BRASILIA,00.366.518/0001-43,2017-03-15,95446,200.5
PANTANO GRANDE,01.324.812/0001-55  ,2017-03-18,95448,73.5
CAXIAS DO SUL,03.295.591/0001-60  ,2017-03-24,95497,63.5
SANTA CRUZ DO SUL,09.351.226/0001-01,2017-03-31,95707,93.5
PELOTAS,92.192.368/0001-17  ,2017-04-13,96034,173.0
PELOTAS,92.192.368/0001-17  ,2017-04-14,96034,106.5
TRAMANDAI,12.807.739/0001-99,2017-04-26,96416,54.23
SANTANA DO LIVRAMENTO,90.244.278/0003-69,2017-05-14,96741,465.0
PELOTAS,07.619.511/0001-35,2017-05-21,97079,64.14
PALMEIRA DAS MISSOES,05.438.788/0001-36,2017-05-28,97067,150.0
PELOTAS,92.192.368/0001-17  ,2017-06-03,97203,205.0
SAO GABRIEL,88.231.931/0001-41  ,2017-07-02,97762,23.0
SARANDI,23.912.282/0001-07,2017-07-09,97942,140.0
SAO GABRIEL,87.459.525/0001-78  ,2017-08-04,98637,180.0
QUARAI,05.472.478/0001-38  ,2017-08-05,98637,160.0
SAO LOURENCO DO SUL,09.456.341/0001-40,2017-08-19,98962,140.0
SANTA MARIA,95.624.219/0001-78  ,2017-08-25,99139,220.5
CACHOEIRA DO SUL,87.757.316/0001-00,2017-08-25,99139,165.0
SAO LOURENCO DO SUL,09.456.341/0001-40,2017-08-27,99142,70.0
FARROUPILHA,00.130.095/0001-68    ,2017-09-03,99268,83.5
CURITIBA,05.654.527/0003-15,2017-09-07,99495,199.0
PELOTAS,92.192.368/0001-17  ,2017-09-10,99497,239.0
PANTANO GRANDE,01.324.812/0001-55  ,2017-09-14,99597,45.8
SAO GABRIEL,87.459.525/0001-78  ,2017-09-15,99597,162.0
ALEGRETE,01.698.079/0001-39  ,2017-09-15,99597,30.0
ALEGRETE,04.543.595/0001-82  ,2017-09-15,99597,235.6
SANTANA DO LIVRAMENTO,90.244.278/0003-69,2017-09-23,99718,213.0
PANTANO GRANDE,01.324.812/0001-55  ,2017-09-29,99992,70.0
SANTA MARIA,94.420.098/0001-80  ,2017-09-30,99992,140.0
SARANDI,18.683.977/0001-16,2017-09-30,99992,50.0
PASSO FUNDO,90.598.657/0001-95  ,2017-10-01,99992,205.0
FONTOURA XAVIER,20.254.266/0001-78,2017-10-01,99992,100.0
CAMAQUA,94.097.417/0001-68  ,2017-10-08,100147,239.0
PANTANO GRANDE,01.324.812/0001-55  ,2017-10-11,100345,66.5
CANDIOTA,02.522.536/0001-00  ,2017-10-14,100345,30.0
CAMAQUA,94.097.417/0001-68  ,2017-10-15,100345,352.5
SANTA MARIA,95.624.219/0001-78  ,2017-10-29,100762,332.85
URUGUAIANA,07.678.023/0001-07,2017-11-04,100818,460.0
ALEGRETE,93.072.056/0001-32  ,2017-11-04,100818,95.0
SAO LOURENCO DO SUL,09.456.341/0001-40,2017-11-18,101200,160.0
RIO GRANDE,68.797.141/0005-44,2017-11-19,101200,203.0
CRISTAL,03.007.458/0001-60  ,2017-11-25,101358,23.5
JULIO DE CASTILHOS,07.941.515/0001-35,2017-12-09,101776,80.0
SARANDI,05.382.204/0001-58,2017-12-10,101776,134.0
SANTANA DO LIVRAMENTO,09.029.383/0001-03,2017-12-19,101999,456.0
CORONEL BICACO,17.208.276/0001-62,2017-02-10,94615,173.35
CAMPO NOVO,88.094.701/0030-12,2017-02-16,94789,182.04
CHIAPETA,94.852.548/0001-03,2017-02-24,95018,22.0
CRISSIUMAL,87.715.678/0001-39,2017-03-02,95018,222.68
SOLEDADE,91.880.633/0001-97  ,2017-03-06,95018,20.0
CARAZINHO,08.070.884/0001-62,2017-03-10,95343,213.67
Posadas - ARGENTINA, ,2017-03-13,95354,182.42
IJUI,87.657.557/0001-88  ,2017-03-24,95722,120.0
PANAMBI,05.577.493/0001-40,2017-03-25,95722,51.0
TENENTE PORTELA,16.678.970/0002-61,2017-04-07,96016,19.4
PALMEIRA DAS MISSOES,15.200.202/0001-54,2017-04-08,96016,28.9
TAQUARUCU DO SUL,90.974.544/0001-47,2017-04-09,96016,96.36
SOLEDADE,91.880.633/0001-97  ,2017-04-18,96406,28.0
FREDERICO WESTPHALEN,04.165.956/0001-02  ,2017-04-21,96406,25.0
SOLEDADE,91.880.633/0001-97  ,2017-05-03,96757,50.0
SANTA ROSA,08.353.137/0001-31,2017-05-04,96757,45.0
SAO VALENTIM,11.785.674/0001-65,2017-05-06,96757,70.0
ERECHIM,09.399.113/0001-86,2017-05-07,96757,140.0
ESPERANCA DO SUL,03.746.632/0001-97,2017-06-02,97239,189.0
CORONEL BICACO,07.285.559/0002-35,2017-06-04,97239,133.85
IJUI,04.549.628/0001-00,2017-06-08,97438,26.1
TRINDADE DO SUL,10.561.880/0001-29,2017-06-09,97438,70.0
CARAZINHO,04.717.163/0001-40  ,2017-06-10,97438,170.0
GARIBALDI,15.488.666/0001-08,2017-06-12,97438,58.0
CANDELARIA,13.337.125/0001-53,2017-06-17,97611,100.0
SANTA ROSA,87.687.489/0001-08  ,2017-06-18,97611,151.01
TIRADENTES DO SUL,00.124.111/0001-00,2017-06-30,97856,166.7
IJUI,92.132.489/0001-73  ,2017-07-01,97856,67.01
Buenos Aires - ARGENTINA, ,2017-07-09,97880,477.03
CACHOEIRA DO SUL,08.824.904/0006-58,2017-07-13,98323,160.0
SOLEDADE,27.518.896/0001-51,2017-08-03,98753,25.0
IJUI,87.657.557/0001-88  ,2017-08-04,98753,120.0
SOLEDADE,91.880.633/0001-97  ,2017-08-05,98753,49.5
BENTO GONCALVES,05.823.857/0001-25,2017-08-07,98753,30.0
