cidade,cnpj,data,requisicao,valor
ERECHIM,42.591.651/1493-76,2015-11-12,87293,12.5
ERECHIM,13.864.448/0001-03,2015-11-13,87293,9.5
SALVADOR DO SUL,17.326.386/0001-29,2015-11-15,87293,10.0
ESTRELA,04.851.968/0003-44,2015-11-29,87797,8.0
IGREJINHA,03.485.043/0001-00  ,2015-12-03,87798,9.39
SANTA MARIA,87.676.185/0002-18,2015-12-18,88058,81.0
TRAMANDAI,00.724.253/0001-08,2015-02-10,81202,25.0
ITAQUI,74.777.277/0001-61,2015-03-06,81600,18.0
NAO-ME-TOQUE,15.383.447/0001-64,2015-03-12,81782,10.0
BENTO GONCALVES,02.481.827/0001-90  ,2015-03-20,81936,24.75
RIO PARDO,19.088.557/0001-54,2015-03-24,81991,19.75
JAGUARI,09.076.466/0001-45,2015-03-27,82183,23.0
TUPANCIRETA,04.847.081/0001-10,2015-03-28,82188,10.5
ALEGRETE,12.584.254/0001-83,2015-04-10,82399,45.0
ENCANTADO,16.956.084/0001-71,2015-04-16,82661,18.5
ENCANTADO,00.973.372/0001-02,2015-04-17,82661,50.0
SAO FRANCISCO DE ASSIS,03.337.830/0001-05  ,2015-04-24,82759,19.0
SANTA MARIA,03.922.391/0001-90,2015-05-04,82963,8.0
SAO BORJA,93.526.457/0001-15  ,2015-05-16,83324,100.0
ITACURUBI,02.368.076/0001-08,2015-05-22,83507,54.0
BRASILIA,10.313.269/0001-81,2015-05-28,83339,532.0
SANTA CRUZ DO SUL,04.283.798/0001-87,2015-06-08,83830,25.6
SANTA MARIA,88.967.377/0001-65,2015-06-19,84174,18.0
PELOTAS,01.455.137/0001-01,2015-06-23,84175,109.0
MACAMBARA,18.161.326/0001-66,2015-07-22,84846,25.0
BOSSOROCA,17.739.362/0001-00,2015-07-29,85025,38.0
SAO FRANCISCO DE ASSIS,03.337.830/0001-05  ,2015-08-07,85158,40.0
SANTA MARIA,88.967.377/0001-65,2015-08-13,85308,18.75
MATA,04.511.593/0001-01,2015-08-21,85464,26.0
SAO BORJA,02.830.275/0001-88,2015-08-24,85467,14.5
JAGUARI,09.076.466/0001-45,2015-08-28,85634,23.0
SAO BORJA,94.489.028/0001-88,2015-08-31,85633,23.3
JOIA,11.597.133/0001-03,2015-09-04,85736,13.45
CACEQUI,22.051.757/0001-47,2015-09-11,85915,39.2
ITACURUBI,19.316.931/0001-21,2015-09-12,85917,24.0
MANOEL VIANA,94.561.644/0001-00  ,2015-09-21,86085,29.0
SAO LUIZ GONZAGA,89.699.037/0001-63  ,2015-10-02,86420,106.0
VACARIA,13.588.775/0001-71,2015-10-05,86422,95.0
SANTA MARIA,88.967.377/0001-65,2015-10-14,86566,21.0
SANTA MARIA,91.347.302/0001-96  ,2015-11-09,87158,31.8
IRAI,03.397.980/0001-04  ,2015-11-13,87277,91.5
SAO BORJA,16.384.690/0001-60,2015-11-27,87606,39.0
SAO PEDRO DO SUL,94.770.377/0001-73  ,2015-12-15,87960,72.0
SAO FRANCISCO DE ASSIS,03.337.830/0001-05  ,2015-12-30,88118,28.5
BRASILIA,04.145.988/0001-38,2015-02-02,81090,120.0
BRASILIA,02.169.338/0001-05,2015-02-03,81090,100.0
CANGUCU,06.051.005/0001-20  ,2015-02-28,81666,10.0
BAGE,93.810.919/0001-21,2015-03-02,81686,12.04
BRASILIA,04145988000138,2015-03-04,81714,77.5
BRASILIA,33469172000672,2015-03-04,81714,11.0
ARROIO GRANDE,18.164.931/0001-90,2015-03-24,82124,11.5
ARROIO GRANDE,18164931000190,2015-03-28,82145,14.75
CANGUCU,07255933000250,2015-04-13,82474,11.5
JULIO DE CASTILHOS,91369694000275,2015-05-01,83083,30.0
IJUI,06.096.110/0001-85,2015-05-02,83083,85.0
SANTIAGO,02.877.013/0001-79  ,2015-05-02,83083,30.0
SAO LOURENCO DO SUL,06.992.079/0001-60,2015-05-06,83211,12.0
RIO GRANDE,19.714.451/0001-19,2015-05-15,83412,18.0
BAGE,87.416.921/0005-41,2015-05-22,83573,10.5
BRASILIA,42591651176349,2015-05-27,83759,21.5
JAGUARAO,90998626000121,2015-05-30,83766,43.0
CACAPAVA DO SUL,17.490.562/0001-63,2015-06-26,84348,16.25
RIO GRANDE,93.489.243/0007-01,2015-06-28,84361,14.75
JAGUARAO,90.998.626/0001-21,2015-06-30,84364,45.0
JAGUARAO,91.517.151/0001-77  ,2015-07-10,84688,46.0
PEDRO OSORIO,08453537000119,2015-07-28,85069,21.4
BAGE,22.329.994/0001-27,2015-07-29,85058,30.09
SANTA VITORIA DO PALMAR,13.549.983/0001-61,2015-08-13,85324,8.75
SANTA VITORIA DO PALMAR,11.370.015/0001-68,2015-08-13,85324,22.49
RIO GRANDE,19714451000119,2015-09-04,85980,19.0
BAGE,01.965.846/0001-29,2015-09-10,85925,18.9
RIO GRANDE,90.719.501/0009-72,2015-09-11,85932,11.56
MARQUES DE SOUZA,10.638.833/0001-36,2015-09-30,86554,51.0
SAO LUIZ GONZAGA,09.299.864/0001-20,2015-10-01,86554,45.0
SAO LUIZ GONZAGA,89.699.037/0001-63  ,2015-10-01,86554,117.5
SAO LUIZ GONZAGA,89.699.037/0001-63  ,2015-10-02,86554,93.0
ARROIO GRANDE,18164931000190,2015-10-17,86792,13.0
RIO GRANDE,17995810000128,2015-10-23,86908,20.7
BAGE,01.965.846/0001-29,2015-10-26,86933,27.0
JAGUARAO,87.975.397/0001-15  ,2015-11-05,87313,43.0
RIO GRANDE,09.017.687/0001-42,2015-11-09,87314,45.0
JAGUARAO,87.975.397/0001-15  ,2015-11-13,87320,50.0
SAO JOSE DO NORTE,22347968000121,2015-11-20,87472,50.3
RIO GRANDE,19.714.451/0001-19,2015-11-23,87490,17.0
ARROIO GRANDE,17430726000167,2015-11-30,87682,13.5
SAO LOURENCO DO SUL,97005581000358,2015-02-14,81302,10.0
AGUDO,00.624.595/0002-37,2015-02-18,81232,2.0
CAPAO DA CANOA,94.351.038/0001-52  ,2015-02-23,81320,3.0
VALE REAL,07.473.735/0028-00,2015-03-10,81701,2.49
ENCANTADO,89.310.403/0001-40,2015-04-09,82571,2.0
RIO GRANDE,08.777.595/0001-06,2015-04-16,82638,159.0
BARAO,04.968.540/0001-14  ,2015-05-08,83088,1.75
VALE REAL,07.473.735/0028-00,2015-05-12,83155,2.49
TURUCU,13.672.025/0001-83,2015-05-25,83568,12.0
BRASILIA,06.936.010/0001-10,2015-06-09,84024,280.5
ARROIO DO MEIO,13.892.243/0001-23,2015-06-19,84184,7.3
VENANCIO AIRES,18.070.221/0001-00,2015-07-13,84681,7.5
CACHOEIRA DO SUL,95.425.369/0012-05  ,2015-08-08,85143,2.5
BRASILIA,37.069.853/0002-70,2015-08-12,85205,352.55
SAO GABRIEL,04.734.348/0001-63,2015-09-19,86098,17.0
SANTANA DO LIVRAMENTO,92.833.623/0001-63,2015-09-20,86098,60.0
BAGE,92.351.170/0001-39  ,2015-09-20,86098,16.0
BAGE,22.445.106/0001-31,2015-09-21,86098,25.3
BAGE,87.398.004/0001-58,2015-09-21,86098,118.0
VENANCIO AIRES,00.121.811/0005-74,2015-09-25,86252,6.99
TURUCU,13.672.025/0001-83,2015-10-23,86943,12.0
CAXIAS DO SUL,90.011.305/0005-15,2015-10-26,86944,7.5
Capão da Canoa,07.355.227/0001-07,2015-01-02,80861,15.0
Capão da Canoa,07.014.259/0001-30,2015-01-03,80861,10.0
Capão da Canoa,12.858.581/0001-86,2015-01-04,80861,7.0
CAPAO DA CANOA,07.178.533/0004-50,2015-01-05,80861,5.5
CAPAO DA CANOA,12.480.709/0001-10,2015-01-06,80861,12.35
XANGRI-LA,17.901.774/0001-96,2015-01-07,80861,4.5
OSORIO,08.051.892/0002-42,2015-01-08,80861,2.5
CAPAO DA CANOA,07.355.227/0001-07,2015-01-11,80948,8.0
BRASILIA,04.042.714/0001-13,2015-06-16,83763,100.0
CANDIOTA,03.022.241/0001-20,2015-01-30,81080,100.0
CAMAQUA,00.709.566/0001-97,2015-02-03,81080,117.0
PANTANO GRANDE,11.353.205/0001-77,2015-02-05,81135,98.0
CRISTAL,17.492.478/0001-89,2015-02-06,81135,165.0
ARROIO GRANDE,01.507.332/0001-20,2015-02-06,81135,21.0
ARROIO GRANDE,01.507.332/0001-20,2015-02-07,81135,22.5
TAPES,08.293.226/0001-30,2015-02-10,81136,94.0
DOM FELICIANO,13.147.956/0001-62,2015-02-12,81247,55.0
ENCRUZILHADA DO SUL,00.534.190/0001-27,2015-02-19,81331,74.0
PIRATINI,08.048.140/0001-41,2015-02-21,81331,85.0
MORRO REDONDO,07.521.570/0001-76,2015-02-23,81331,15.5
FLORES DA CUNHA,97.404.826/0001-58,2015-02-27,81454,302.0
CAPAO DO LEAO,09.273.885/0003-39,2015-02-28,81454,17.0
PELOTAS,11.246.684/0001-22,2015-03-02,81454,16.2
AMARAL FERRADOR,19.709.822/0001-74,2015-03-06,81598,40.0
TURUCU,93.104.842/0001-74,2015-03-09,81598,13.0
FONTOURA XAVIER,11.174.560/0001-89,2015-03-13,81847,112.5
SAO LOURENCO DO SUL,02.774.095/0001-26,2015-03-19,81978,100.0
SANTIAGO,10.707.965/0001-72,2015-03-20,81978,118.0
SAO PEDRO DO SUL,04.483.562/0001-94  ,2015-03-21,81978,47.0
RIO PARDO,06.213.827/0001-60  ,2015-03-24,81978,40.0
PANTANO GRANDE,11.353.205/0001-77,2015-03-26,82161,48.0
SANTANA DA BOA VISTA,02.248.693/0001-61,2015-04-02,82289,55.0
CAMAQUA,00.709.566/0001-97,2015-04-09,82435,67.0
VENANCIO AIRES,01.983.492/0001-45,2015-04-10,82435,85.0
CAMAQUA,00.709.566/0001-97,2015-04-16,82629,67.0
CRISTAL,03.007.458/0001-60  ,2015-04-24,82764,83.0
JAGUARAO,10.362.996/0001-39,2015-04-25,82764,25.0
PELOTAS,11.246.684/0001-22,2015-04-27,82764,16.82
PIRATINI,08.048.140/0001-41,2015-05-09,83118,86.5
DOM FELICIANO,13.147.956/0001-62,2015-05-14,83329,60.0
CAMAQUA,01.374.687/0001-98,2015-05-15,83329,67.0
TAPES,08.293.226/0001-30,2015-05-21,83537,104.0
VACARIA,06.289.941/0001-73,2015-05-29,83704,100.0
CAMBARA DO SUL,08.840.073/0001-01,2015-05-30,83704,100.0
CAMAQUA,00.709.566/0001-97,2015-06-18,84123,67.0
CANDIOTA,03.022.241/0001-20,2015-06-19,84123,75.0
CACHOEIRA DO SUL,87.768.263/0001-23  ,2015-06-25,84237,75.0
FONTOURA XAVIER,11.174.560/0001-89,2015-08-01,85019,90.0
CRISTAL,17.492.478/0001-89,2015-08-06,85155,102.0
JAGUARAO,02.088.189/0004-94,2015-08-07,85155,135.0
SAO LOURENCO DO SUL,02.774.095/0001-26,2015-08-14,85272,100.0
CAMAQUA,00.709.566/0001-97,2015-08-20,85422,67.0
DOM FELICIANO,13.147.956/0001-62,2015-08-27,85607,60.0
PEDRO OSORIO,11.503.997/0001-19,2015-09-10,85907,75.0
PINHEIRO MACHADO,12.200.826/0001-83,2015-09-11,85907,120.0
CRISTAL,03.007.458/0001-60  ,2015-10-01,86416,70.0
SAO LOURENCO DO SUL,02.774.095/0001-26,2015-10-02,86416,100.0
SAO PEDRO DO SUL,01.411.003/0001-80,2015-10-08,86515,70.0
SANTIAGO,10.707.965/0001-72,2015-10-09,86515,80.0
SANTIAGO,10.707.965/0001-72,2015-10-10,86515,85.0
ARROIO GRANDE,01.507.332/0001-20,2015-10-15,86665,50.0
AMARAL FERRADOR,19.709.822/0001-74,2015-10-22,86858,45.0
PINHEIRO MACHADO,12.200.826/0001-83,2015-10-30,86994,130.0
SAO LUIZ GONZAGA,89.699.037/0001-63  ,2015-10-31,86994,80.0
CANDIOTA,02.522.536/0001-00  ,2015-11-12,87316,22.0
ACEGUA,09.285.663/0001-74,2015-11-13,87317,36.0
VACARIA,06.289.941/0001-73,2015-11-20,87503,70.0
CAMBARA DO SUL,08.840.073/0001-01,2015-11-21,87503,75.0
CAMAQUA,00.709.566/0001-97,2015-12-03,87854,67.0
CRISTAL,03.007.458/0001-60  ,2015-12-10,87962,86.0
CAXIAS DO SUL,93.372.779/0003-19,2015-02-23,81392,22.9
BRASILIA,33.469.172/0016-44,2015-03-02,81564,49.87
SANTO ANGELO,96.201.512/0001-95  ,2015-03-13,81871,219.0
SANTA CRUZ DO SUL,02.482.054/0001-66  ,2015-03-13,81871,3.0
SOLEDADE,88.512.454/0001-92  ,2015-03-16,81879,155.0
SAO FRANCISCO DE PAULA,05.431.009/0001-70,2015-03-23,82065,11.9
RIO PARDO,08.294.196/0001-86,2015-03-24,82069,8.0
BRASILIA,19.653.152/0001-11,2015-04-07,82508,84.15
BRASILIA,19.653.152/0001-11,2015-04-08,82508,7.15
BRASILIA,02.012.862/0001-60,2015-04-09,82508,40.0
GRAMADO,08.805.107/0001-19,2015-04-10,82513,140.0
CANELA,06.197.381/0001-27  ,2015-04-10,82513,31.9
LAJEADO,08.724.271/0001-00,2015-04-13,82517,26.75
FARROUPILHA,13.091.328/0001-02,2015-04-24,82873,6.8
IJUI,19.381.163/0001-90,2015-05-08,83178,85.0
LAJEADO,08.724.271/0001-00,2015-05-08,83178,37.45
FONTOURA XAVIER,20.254.266/0001-78,2015-05-15,83318,12.5
LAJEADO,08.724.271/0001-00,2015-05-16,83318,36.47
CAPAO DA CANOA,20.443.706/0001-35,2015-06-12,84067,8.0
CAXIAS DO SUL,94.319.597/0001-85,2015-06-14,84008,33.0
VACARIA,13.588.775/0001-71,2015-06-15,84008,160.0
VACARIA,03.250.622/0001-66,2015-06-15,84008,28.25
CAPAO DA CANOA,15.913.871/0001-73,2015-06-19,84092,27.5
SANTIAGO,01.084.728/0001-01  ,2015-06-26,84294,174.0
PANTANO GRANDE,01.324.812/0001-55  ,2015-06-26,84294,8.5
IMIGRANTE,92.478.445/0001-08,2015-06-29,84300,12.79
LAGOA VERMELHA,04.324.515/0001-06,2015-07-03,84442,151.8
CAXIAS DO SUL,93.372.779/0003-19,2015-07-03,84442,20.4
GRAMADO,18.729.898/0001-07,2015-07-06,84447,22.55
CAXIAS DO SUL,94.319.597/0001-85,2015-07-10,84636,40.0
CACAPAVA DO SUL,12.546.138/0002-50,2015-08-06,85116,14.5
BAGE,15.439.804/0001-69,2015-08-13,85221,157.5
VERANOPOLIS,08.584.598/0001-15,2015-08-28,85647,53.35
ALEGRETE,04.543.595/0001-82  ,2015-09-03,85695,205.0
TAQUARI,91.863.936/0001-00,2015-09-12,86017,5.75
FARROUPILHA,89.845.176/0001-58,2015-09-14,86020,6.5
TAQUARI,12.963.010/0001-01,2015-09-17,86134,7.0
FARROUPILHA,13.563.704/0001-14,2015-10-01,86339,5.5
CRICIUMA,83.648.535/0003-62,2015-10-14,86576,3.5
ROSARIO DO SUL,86.861.986/0002-90,2015-11-05,87115,95.0
CAMBARA DO SUL,04.730.022/0001-68,2015-11-11,87213,10.5
BRASILIA,17.314.329/0047-02,2015-11-17,87369,7.9
BRASILIA,74.552.068/0020-82,2015-11-17,87369,20.9
SERAFINA CORREA,00.443.605/0001-57,2015-11-23,87546,6.14
OSORIO,97.013.502/0001-99,2015-11-26,87574,24.0
JAGUARAO,90.959.982/0001-36  ,2015-12-16,87991,140.08
ERECHIM,03.815.137/0001-92  ,2015-09-05,85800,158.0
PROTASIO ALVES,13.347.645/0001-47,2015-11-06,87184,30.0
VERANOPOLIS,89.471.270/0001-94  ,2015-11-15,87379,400.0
ENCANTADO,09.037.460/0001-69,2015-12-17,88061,40.0
VERANOPOLIS,89.471.270/0001-94  ,2015-12-20,88067,200.0
POUSO NOVO,09.404.504/0001-41,2015-02-19,81357,7.5
TIO HUGO,03.229.863/0001-23  ,2015-02-19,81357,164.36
PASSO FUNDO,88.195.979/0001-41,2015-02-28,81524,53.0
LAJEADO,02.558.109/0007-60  ,2015-03-08,81740,4.6
LAJEADO,02.558.109/0007-60  ,2015-03-08,81740,109.34
TIO HUGO,01.809.606/0001-35  ,2015-03-09,81740,23.9
SOLEDADE,91.880.633/0001-97  ,2015-03-20,81945,5.5
BRASILIA,33.469.172/0016-44,2015-04-06,82502,52.13
BRASILIA,17.261.661/0057-28,2015-04-07,82502,78.35
SOLEDADE,91.880.633/0001-97  ,2015-04-29,83032,8.6
CARAZINHO,04.144.661/0010-32  ,2015-04-29,83032,151.7
CARAZINHO,04.717.163/0001-40  ,2015-04-30,83032,206.0
SOLEDADE,91.880.633/0001-97  ,2015-04-30,83032,28.6
BRASILIA,08.796.076/0006-91,2015-06-09,83999,88.55
POUSO NOVO,09.404.504/0001-41,2015-06-11,84034,7.5
HORIZONTINA,91.452.102/0001-01,2015-06-13,84034,19.9
SANTA ROSA,93.489.243/0066-61,2015-06-13,84034,169.85
CARAZINHO,04.144.661/0010-32  ,2015-06-14,84034,5.0
SANTA ROSA,08.029.317/0001-62,2015-06-14,84034,237.0
ERECHIM,03.815.137/0001-92  ,2015-06-15,84034,90.0
ERECHIM,05.435.521/0001-95,2015-06-15,84034,35.0
MUCUM,01.991.461/0006-40,2015-06-15,84034,185.85
VERANOPOLIS,07.002.456/0001-30,2015-07-10,84538,35.0
ERECHIM,89.432.629/0001-14,2015-07-17,84947,159.34
PANAMBI,02.455.195/0001-90,2015-07-20,84948,160.0
CARAZINHO,04.144.661/0010-32  ,2015-07-20,84948,199.72
LAJEADO,06.185.645/0001-22  ,2015-07-21,84948,14.2
SAO PAULO,05.356.318/0001-23,2015-07-27,85053,51.5
FLORIANOPOLIS,15.565.391/0001-69,2015-08-19,85353,19.25
FLORIANOPOLIS,09.967.852/0130-24,2015-08-20,85353,119.93
LAJEADO,02.558.109/0007-60  ,2015-09-05,85735,159.37
GARIBALDI,18.713.504/0001-14,2015-09-12,85937,64.0
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-09-17,86072,13.0
DOM PEDRITO,11.020.358/0001-00,2015-09-18,86072,100.0
SANTANA DO LIVRAMENTO,21.098.122/0001-32,2015-09-18,86072,19.38
PASSO FUNDO,14.004.829/0001-77,2015-09-19,86072,54.67
NAO-ME-TOQUE,13.325.770/0001-56,2015-09-25,86267,85.0
PASSO FUNDO,03.976.319/0002-26,2015-09-29,86267,83.0
SANTA ROSA,08.029.317/0001-62,2015-10-03,86485,179.0
CONSTANTINA,94.593.605/0001-87  ,2015-10-04,86485,70.0
BRASILIA,11.939.627/0001-29,2015-10-15,86756,41.06
BRASILIA,11.667.339/0001-62,2015-10-16,86756,300.0
NAO-ME-TOQUE,13.325.770/0001-56,2015-11-06,87110,110.0
CANELA,01.210.973/0001-18,2015-11-12,87338,98.5
ERECHIM,03.815.137/0001-92  ,2015-11-15,87340,90.0
SANTA BARBARA DO SUL,10.714.477/0001-92,2015-11-20,87517,80.0
LAJEADO,06.185.645/0001-22  ,2015-12-11,87967,19.6
TERRA DE AREIA,16.815.428/0001-22,2015-02-16,81289,54.5
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-02-20,81281,18.15
URUGUAIANA,17.013.039/0001-46,2015-02-21,81281,17.7
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-02-22,81281,21.0
CAXIAS DO SUL,08.796.158/0001-21,2015-03-08,81688,203.2
SAO LOURENCO DO SUL,05.679.748/0001-86,2015-03-23,82048,10.0
PELOTAS,92.192.368/0001-17  ,2015-03-28,82205,222.5
CACAPAVA DO SUL,88.976.972/0001-67  ,2015-03-29,82205,165.5
BENTO GONCALVES,94.192.242/0001-78,2015-04-04,82250,190.0
ERECHIM,89.807.960/0001-71  ,2015-04-11,82644,60.0
SANTA MARIA,91.222.869/0001-36  ,2015-04-19,82647,218.01
ERECHIM,17.652.653/0001-58,2015-04-25,82988,70.0
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-05-03,82994,29.0
URUGUAIANA,01.394.586/0001-89,2015-05-04,82993,59.05
PANTANO GRANDE,01.324.812/0001-55  ,2015-05-08,83409,48.0
TRAMANDAI,90.455.098/0001-64  ,2015-05-16,83410,197.0
ROSARIO DO SUL,94.826.781/0001-11  ,2015-06-19,84135,94.0
POUSO NOVO,09.404.504/0001-41,2015-06-29,84321,32.6
OSORIO,06.110.004/0001-09,2015-07-06,84498,19.5
PELOTAS,92.209.790/0005-61  ,2015-07-10,84768,60.0
CANGUCU,01.785.233/0001-00  ,2015-07-11,84768,61.16
PASSO FUNDO,88.961.339/0001-03  ,2015-07-25,84952,94.5
ERECHIM,09.399.113/0001-86,2015-07-26,84952,150.0
GRAMADO,13.399.044/0001-88,2015-07-29,84987,116.05
SAO GABRIEL,87.459.525/0001-78  ,2015-07-31,85048,90.0
URUGUAIANA,07.678.023/0001-07,2015-08-01,85048,119.0
ALEGRETE,12.584.254/0001-83,2015-08-02,85048,48.0
CAXIAS DO SUL,07.473.735/0004-24,2015-08-08,85167,23.35
BRASILIA,11.189.795/0001-44,2015-08-25,85516,431.0
JAGUARAO,11.449.023/0001-02,2015-09-05,85807,90.0
CAMAQUA,94.097.417/0001-68  ,2015-09-06,85807,124.5
PANTANO GRANDE,01.324.812/0001-55  ,2015-09-11,86025,49.1
PANTANO GRANDE,01.324.812/0001-55  ,2015-09-12,86025,81.1
ESTRELA,10.418.731/0001-05,2015-09-26,86258,37.9
FREDERICO WESTPHALEN,00.101.040/0001-20  ,2015-10-03,86507,176.0
POUSO NOVO,19.087.222/0001-11,2015-10-04,86507,152.0
NOVA PETROPOLIS,09.617.551/0001-73,2015-10-18,86723,33.0
URUGUAIANA,20.024.925/0001-80,2015-10-23,86809,60.0
ERECHIM,09.399.113/0001-86,2015-11-01,87016,307.5
BAGE,87.398.004/0001-58,2015-11-15,87356,400.0
TORRES,97.165.203/0001-70,2015-11-19,87582,46.0
GARUVA,00.173.967/0001-75,2015-11-20,87589,30.0
Itapecerica da Serra - SP,68.365.469/0001-68,2015-11-21,87594,205.04
TUBARAO,04.754.298/0001-86,2015-11-22,87597,130.0
SANTA CRUZ DO SUL,02.482.054/0001-66  ,2015-12-01,87684,25.0
LAJEADO,12.727.027/0001-60,2015-12-05,87835,20.8
IGREJINHA,03.485.043/0001-00  ,2015-12-06,87835,16.0
PANTANO GRANDE,01.324.812/0001-55  ,2015-12-11,87935,25.0
FARROUPILHA,22.047.066/0001-70,2015-12-12,88015,22.0
NOVA PETROPOLIS,07.331.832/0001-30  ,2015-12-21,88074,44.5
SARANDI,05.724.523/0001-02,2015-04-12,82457,21.0
POUSO NOVO,09.404.504/0001-41,2015-04-16,82656,56.0
PANAMBI,01.884.707/0001-70,2015-04-18,82656,95.0
POUSO NOVO,09.404.504/0001-41,2015-04-20,82656,20.0
PASSO FUNDO,21.378.909/0001-58,2015-04-30,82981,31.0
SEBERI,91.592.337/0001-90,2015-05-01,82981,27.5
TIO HUGO,09.250.186/0001-01,2015-05-03,82981,20.0
PLANALTO,09.242.675/0001-11,2015-05-16,83347,20.0
SEBERI,91.592.337/0001-90,2015-05-21,83535,12.5
BOA VISTA DAS MISSOES,02.371.723/0001-22  ,2015-05-23,83535,43.0
SARANDI,05.724.523/0001-02,2015-05-24,83535,30.0
SEBERI,08.663.820/0001-75,2015-07-18,84778,30.0
POUSO NOVO,09.404.504/0001-41,2015-08-12,85374,32.0
SEBERI,08.663.820/0001-75,2015-08-13,85374,25.0
PALMITINHO,02.200.688/0001-89  ,2015-08-14,85374,25.0
ERVAL SECO,17.292.461/0001-88,2015-08-15,85374,25.0
CARAZINHO,11.085.251/0001-32,2015-08-16,85374,25.0
CARAZINHO,11.085.251/0001-32,2015-08-27,85593,25.0
PASSO FUNDO,02.417.658/0001-29  ,2015-08-28,85593,13.0
CARAZINHO,07.095.800/0001-82,2015-09-05,85803,25.0
SEBERI,08.663.820/0001-75,2015-09-06,85803,25.0
CARAZINHO,11.085.251/0001-32,2015-09-07,85803,25.0
FARROUPILHA,09.484.310/0001-01,2015-09-11,85921,20.97
NOVO BARREIRO,03.836.997/0001-02  ,2015-09-26,86278,25.0
CARAZINHO,11.085.251/0001-32,2015-09-27,86278,27.0
SARANDI,05.724.523/0001-02,2015-10-01,86370,25.0
SEBERI,08.663.820/0001-75,2015-10-02,86370,18.0
TIRADENTES DO SUL,04.998.247/0001-08,2015-10-03,86370,22.0
SEBERI,91.592.337/0001-90,2015-10-04,86370,27.0
SEBERI,91.592.337/0001-90,2015-10-17,86669,25.5
CACHOEIRA DO SUL,87.757.316/0001-00,2015-04-02,82319,325.5
CRUZ ALTA,13.709.004/0001-95,2015-04-16,82613,27.0
IBIRUBA,07.128.297/0001-14,2015-04-17,82613,17.8
PASSO FUNDO,90.598.657/0001-95  ,2015-04-18,82613,128.0
IMBE,89.454.581/0001-45  ,2015-04-20,82631,25.4
CACHOEIRA DO SUL,87.757.316/0001-00,2015-08-07,85126,165.0
TORRES,91.852.483/0001-08,2015-08-26,85505,130.0
ALEGRETE,05.592.254/0002-40,2015-08-28,85588,14.0
ALEGRETE,87.540.225/0006-23,2015-08-29,85588,13.25
VACARIA,00.844.104/0001-82,2015-10-17,86780,165.0
ALEGRETE,04.543.595/0001-82  ,2015-10-24,86813,389.5
PELOTAS,92.192.368/0001-17  ,2015-11-17,87365,187.5
ALEGRETE,04.543.595/0001-82  ,2015-12-01,87698,214.9
ESTRELA,05.076.508/0001-97  ,2015-02-23,81300,15.0
BRASILIA,10.580.005/0003-56,2015-03-05,81588,17.01
BRASILIA,72.586.100/0001-52,2015-03-06,81588,24.5
SANTO ANGELO,88.507.512/0001-90  ,2015-05-08,83125,135.0
SAO PAULO,19.107.334/0001-97,2015-07-06,84411,33.0
CACHOEIRA DO SUL,05.810.839/0001-09  ,2015-07-20,84825,6.5
CACHOEIRA DO SUL,09.500.766/0001-00,2015-07-20,84825,17.5
ROSARIO DO SUL,15.614.457/0001-63,2015-07-21,84825,18.0
ALEGRETE,03.863.770/0001-56  ,2015-07-21,84825,70.0
ROSARIO DO SUL,94.590.361/0001-89  ,2015-07-22,84825,36.16
ALEGRETE,93.072.056/0001-32  ,2015-07-22,84825,230.0
SANTANA DO LIVRAMENTO,07.613.153/0001-53,2015-07-23,84825,80.79
SANTANA DO LIVRAMENTO,03.258.062/0001-96  ,2015-07-23,84825,99.0
RIO GRANDE,97.484.125/0001-76  ,2015-09-17,86026,61.0
SAO LOURENCO DO SUL,97.005.581/0003-58  ,2015-09-17,86026,16.28
IJUI,10.727.234/0001-99,2015-10-08,86494,13.45
IJUI,06.096.110/0001-85,2015-10-09,86494,136.0
BAGE,15.665.794/0001-80,2015-10-09,86494,23.0
PASSO FUNDO,89.937.148/0001-60  ,2015-10-22,86845,16.0
PASSO FUNDO,01.816.815/0001-06,2015-10-23,86845,132.0
SANTA CRUZ DO SUL,08.116.153/0001-00,2015-10-27,86894,21.4
CRISTAL,91.633.974/0001-68  ,2015-11-09,87147,8.05
RIO GRANDE,17.799.671/0002-48,2015-11-09,87147,17.14
CAXIAS DO SUL,11.729.057/0001-42,2015-12-07,87838,39.5
FLORES DA CUNHA,01.107.271/0001-03,2015-02-21,81268,48.0
CAXIAS DO SUL,87.814.570/0001-01  ,2015-03-09,81597,48.5
SAO MARCOS,73.262.859/0001-42  ,2015-03-23,82026,32.5
FARROUPILHA,00.130.095/0001-68    ,2015-03-27,82126,26.0
FARROUPILHA,00.130.095/0001-68    ,2015-04-16,82604,26.0
GRAMADO,07.881.468/0001-81,2015-04-17,82729,20.0
FARROUPILHA,00.130.095/0001-68    ,2015-05-18,83370,21.0
SOLEDADE,91.880.633/0001-97  ,2015-02-13,81244,26.0
SANANDUVA,92.673.680/0001-22,2015-02-26,81407,16.0
CAPAO DA CANOA,89.473.854/0001-07  ,2015-02-27,81407,165.0
CAPAO DA CANOA,14.481.793/0001-12,2015-02-27,81407,55.0
