destino,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,valtotal,volta
CAXIAS DO SUL - RS,2017-09-04,0,0.5,99383,NELSON LUIZ DA SILVA,294.45,15.0,2017-09-04
MAMPITUBA - RS,2017-09-07,0,0.5,99684,NELSON LUIZ DA SILVA,294.45,22.0,2017-09-07
NOVO BARREIRO - RS,2017-09-09,0,0.5,99684,NELSON LUIZ DA SILVA,294.45,15.0,2017-09-09
CAMAQUA - RS,2017-09-14,0,0.5,99684,NELSON LUIZ DA SILVA,294.45,19.87,2017-09-14
"SANTA ROSA - RS,  SANTO ANGELO - RS,  CERRO LARGO - RS",2017-09-21,0,2.0,100077,NELSON LUIZ DA SILVA,1177.78,220.5,2017-09-23
DOM FELICIANO - RS,2017-09-29,0,0.5,100077,NELSON LUIZ DA SILVA,294.45,15.0,2017-09-29
BRASILIA - DF,2017-10-03,0,1.0,100095,NELSON LUIZ DA SILVA,744.77,100.0,2017-10-04
FREDERICO WESTPHALEN - RS,2017-10-05,0,1.0,100386,NELSON LUIZ DA SILVA,588.89,80.0,2017-10-06
SAO FRANCISCO DE PAULA - RS,2017-10-09,0,0.5,100413,NELSON LUIZ DA SILVA,294.45,15.0,2017-10-09
ENCRUZILHADA DO SUL - RS,2017-10-20,0,0.5,100670,NELSON LUIZ DA SILVA,294.45,15.0,2017-10-20
SANTANA DO LIVRAMENTO - RS,2017-10-27,0,1.0,100966,NELSON LUIZ DA SILVA,588.89,100.0,2017-10-28
"RIO GRANDE - RS,  JAGUARAO - RS",2017-10-29,0,2.0,100972,NELSON LUIZ DA SILVA,1177.78,231.0,2017-10-31
CAMAQUA - RS,2017-12-01,0,0.5,101725,NELSON LUIZ DA SILVA,294.45,17.0,2017-12-01
CAPAO DA CANOA - RS,2017-12-07,0,0.5,101725,NELSON LUIZ DA SILVA,294.45,23.5,2017-12-07
TAPES - RS,2017-12-20,0,0.5,102018,NELSON LUIZ DA SILVA,294.45,43.0,2017-12-20
CAMAQUA - RS,2017-12-23,0,0.5,102050,NELSON LUIZ DA SILVA,294.45,16.0,2017-12-23
PELOTAS - RS,2017-12-15,0,1.0,101887,PEDRO LUIZ FAGUNDES RUAS,588.89,157.0,2017-12-16
CAMAQUA - RS,2017-02-06,0,1.0,94489,PEDRO OZORIO PEREIRA,588.89,78.0,2017-02-07
"VACARIA - RS,  CAMBARA DO SUL - RS,  HERVAL - RS",2017-02-08,0,3.0,94572,PEDRO OZORIO PEREIRA,1766.67,290.0,2017-02-11
CERRO GRANDE DO SUL - RS,2017-02-13,0,1.0,94572,PEDRO OZORIO PEREIRA,588.89,81.0,2017-02-14
"SANTA VITORIA DO PALMAR - RS,  CHUI - RS",2017-02-16,0,2.0,94696,PEDRO OZORIO PEREIRA,1177.78,290.0,2017-02-18
"BARAO DO TRIUNFO - RS,  TAPES - RS,  CRISTAL - RS,  SAO LOURENCO DO SUL - RS",2017-02-22,0,2.0,94832,PEDRO OZORIO PEREIRA,1177.78,187.5,2017-02-24
"SANTA CRUZ DO SUL - RS,  RIO PARDO - RS",2017-03-02,0,2.0,94946,PEDRO OZORIO PEREIRA,1177.78,180.0,2017-03-04
"DOM FELICIANO - RS,  AMARAL FERRADOR - RS,  CAMAQUA - RS,  SAO LOURENCO DO SUL - RS",2017-03-08,0,2.0,95175,PEDRO OZORIO PEREIRA,1177.78,140.0,2017-03-10
