destino,ida,numpassagens,qtdiarias,requisicao,solicitante,valor,valtotal,volta
CANDELARIA - RS,2015-09-04,0,0.5,85754,MARCELO PIRES MORAES,294.45,16.85,2015-09-04
VERA CRUZ - RS,2015-09-07,0,0.5,85786,MARCELO PIRES MORAES,294.45,14.35,2015-09-07
"CAMAQUA - RS,  CERRO GRANDE DO SUL - RS",2015-09-09,0,0.5,85828,MARCELO PIRES MORAES,294.45,20.0,2015-09-09
"CANDELARIA - RS,  CACHOEIRA DO SUL - RS",2015-09-12,0,0.5,85866,MARCELO PIRES MORAES,294.45,25.45,2015-09-12
"SANTANA DA BOA VISTA - RS,  PELOTAS - RS,  SOBRADINHO - RS,  ARROIO DO TIGRE - RS",2015-09-17,0,1.0,86032,MARCELO PIRES MORAES,588.89,273.0,2015-09-18
"TUNAS - RS,  JACUIZINHO - RS,  CAMPOS BORGES - RS,  SALTO DO JACUI - RS",2015-09-25,0,0.5,86168,MARCELO PIRES MORAES,294.45,16.0,2015-09-25
ENCRUZILHADA DO SUL - RS,2015-09-26,0,0.5,86170,MARCELO PIRES MORAES,294.45,15.0,2015-09-26
VENANCIO AIRES - RS,18/10/2015,0,0.5,86717,MARCELO PIRES MORAES,294.45,15.0,18/10/2015
"TRAVESSEIRO - RS,  SANTA CLARA DO SUL - RS,  VENANCIO AIRES - RS",2015-10-19,0,0.5,86737,MARCELO PIRES MORAES,294.45,30.0,2015-10-19
PASSO FUNDO - RS,2015-10-22,0,0.5,86821,MARCELO PIRES MORAES,294.45,34.4,2015-10-22
SANTA MARIA - RS,2015-10-23,0,0.5,86823,MARCELO PIRES MORAES,294.45,27.0,2015-10-23
CACEQUI - RS,2015-10-30,0,0.5,87057,MARCELO PIRES MORAES,294.45,10.5,2015-10-30
AMARAL FERRADOR - RS,2015-11-06,0,0.5,87085,MARCELO PIRES MORAES,294.45,25.0,2015-11-06
PANTANO GRANDE - RS,2015-11-07,0,0.5,87086,MARCELO PIRES MORAES,294.45,20.5,2015-11-07
VERA CRUZ - RS,2015-11-08,0,0.5,87087,MARCELO PIRES MORAES,294.45,17.37,2015-11-08
"VENANCIO AIRES - RS,  PASSO DO SOBRADO - RS,  RIO PARDO - RS",2015-11-13,0,0.5,87271,MARCELO PIRES MORAES,294.45,19.0,2015-11-13
VENANCIO AIRES - RS,2015-11-14,0,0.5,87279,MARCELO PIRES MORAES,294.45,27.3,2015-11-14
SINIMBU - RS,2015-11-15,0,0.5,87280,MARCELO PIRES MORAES,294.45,16.0,2015-11-15
"CAMAQUA - RS,  DOM FELICIANO - RS,  CRISTAL - RS,  PELOTAS - RS,  ARROIO DO PADRE - RS,  CANGUCU - RS,  ENCRUZILHADA DO SUL - RS",2015-11-19,0,2.0,87439,MARCELO PIRES MORAES,1177.78,396.5,2015-11-21
"VERA CRUZ - RS,  SINIMBU - RS",2015-11-23,0,0.5,87442,MARCELO PIRES MORAES,294.45,24.5,2015-11-23
VENANCIO AIRES - RS,2015-11-27,0,0.5,87651,MARCELO PIRES MORAES,294.45,23.0,2015-11-27
PAVERAMA - RS,2015-12-02,0,0.5,87738,MARCELO PIRES MORAES,294.45,17.0,2015-12-02
"SANTANA DA BOA VISTA - RS,  VERA CRUZ - RS",2015-12-03,0,1.0,87810,MARCELO PIRES MORAES,588.89,60.0,2015-12-04
DOM FELICIANO - RS,2015-12-06,0,0.5,87811,MARCELO PIRES MORAES,294.45,41.3,2015-12-06
"TAPES - RS,  BOM RETIRO DO SUL - RS",2015-12-10,0,1.0,87948,MARCELO PIRES MORAES,588.89,129.0,2015-12-11
CACEQUI - RS,2015-12-12,0,1.0,87951,MARCELO PIRES MORAES,588.89,43.0,2015-12-13
SARANDI - RS,2015-04-25,0,1.5,82875,MÁRIO JARDEL ALMEIDA RIBEIRO,883.34,130.0,2015-04-26
"SAO FRANCISCO DE PAULA - RS,  GRAMADO - RS",2015-05-09,0,1.5,83139,MÁRIO JARDEL ALMEIDA RIBEIRO,883.34,50.0,2015-05-10
BRASILIA - DF,2015-05-26,2,2.5,83638,MÁRIO JARDEL ALMEIDA RIBEIRO,1861.93,0.0,2015-05-28
VITORIA - ES,2015-06-09,2,3.5,83930,MÁRIO JARDEL ALMEIDA RIBEIRO,2606.7,0.0,2015-06-12
SORRISO - MT,2015-07-03,4,3.5,84475,MÁRIO JARDEL ALMEIDA RIBEIRO,2606.7,0.0,2015-07-06
"SAO JOAO DO POLESINE - RS,  PINHAL GRANDE - RS",2015-08-21,0,2.5,85414,MÁRIO JARDEL ALMEIDA RIBEIRO,1472.23,80.0,2015-08-23
SANTANA DO LIVRAMENTO - RS,2015-08-27,0,3.5,85554,MÁRIO JARDEL ALMEIDA RIBEIRO,2061.12,150.0,2015-08-30
SAO FRANCISCO DE PAULA - RS,2015-09-12,0,2.0,85879,MÁRIO JARDEL ALMEIDA RIBEIRO,1177.78,160.0,2015-09-14
BRASILIA - DF,2015-10-01,3,1.0,86415,MÁRIO JARDEL ALMEIDA RIBEIRO,744.77,183.75,2015-10-02
"Lisboa - PORTUGAL,  Milão - ITALIA",2015-10-11,4,9.0,86268,MÁRIO JARDEL ALMEIDA RIBEIRO,15774.84,0.0,2015-10-20
SANTO AUGUSTO - RS,2015-10-30,0,1.0,86998,MÁRIO JARDEL ALMEIDA RIBEIRO,588.89,0.0,2015-10-31
SANTO AUGUSTO - RS,2015-11-01,0,2.0,86998,MÁRIO JARDEL ALMEIDA RIBEIRO,1177.78,303.5,2015-11-02
FAZENDA VILANOVA - RS,2015-11-13,0,0.5,87368,MÁRIO JARDEL ALMEIDA RIBEIRO,294.45,0.0,2015-11-13
BRASILIA - DF,2015-01-22,2,2.5,81014,MARISA VIRGINIA FORMOLO DALLA VECCHIA,1473.7,0.0,2015-01-24
AGUDO - RS,2015-03-01,0,0.5,81511,MARLON ARATOR SANTOS DA ROSA,294.45,100.0,2015-03-01
"SANTA MARIA - RS,  JAGUARI - RS,  SAO FRANCISCO DE ASSIS - RS",2015-03-10,0,2.5,81774,MARLON ARATOR SANTOS DA ROSA,1472.23,353.0,2015-03-12
"CACAPAVA DO SUL - RS,  CANDELARIA - RS",2015-03-15,0,1.5,81787,MARLON ARATOR SANTOS DA ROSA,883.34,287.99,2015-03-16
"CACAPAVA DO SUL - RS,  LAVRAS DO SUL - RS",2015-03-19,0,1.5,82003,MARLON ARATOR SANTOS DA ROSA,883.34,224.92000000000002,2015-03-20
"SOLEDADE - RS,  FONTOURA XAVIER - RS",2015-03-23,0,1.5,82015,MARLON ARATOR SANTOS DA ROSA,883.34,204.21,2015-03-24
PANTANO GRANDE - RS,2015-03-30,0,0.5,82216,MARLON ARATOR SANTOS DA ROSA,294.45,113.76,2015-03-30
SANTA CRUZ DO SUL - RS,2015-04-06,0,0.5,82291,MARLON ARATOR SANTOS DA ROSA,294.45,176.94,2015-04-06
NOVO CABRAIS - RS,2015-04-21,0,0.5,82678,MARLON ARATOR SANTOS DA ROSA,294.45,185.0,2015-04-21
"FARROUPILHA - RS,  DOIS LAJEADOS - RS",2015-04-26,0,2.5,82840,MARLON ARATOR SANTOS DA ROSA,1472.23,180.0,2015-04-28
FONTOURA XAVIER - RS,2015-05-04,0,1.5,83008,MARLON ARATOR SANTOS DA ROSA,883.34,110.0,2015-05-05
MATA - RS,2015-05-11,0,1.5,83182,MARLON ARATOR SANTOS DA ROSA,883.34,77.0,2015-05-12
FONTOURA XAVIER - RS,2015-05-18,0,1.5,83386,MARLON ARATOR SANTOS DA ROSA,883.34,146.0,2015-05-19
PANTANO GRANDE - RS,2015-05-25,0,0.5,83536,MARLON ARATOR SANTOS DA ROSA,294.45,50.8,2015-05-25
"CACAPAVA DO SUL - RS,  ENCRUZILHADA DO SUL - RS",2015-05-31,0,0.5,83734,MARLON ARATOR SANTOS DA ROSA,294.45,20.0,2015-05-31
"CACAPAVA DO SUL - RS,  ENCRUZILHADA DO SUL - RS",2015-06-01,0,1.0,83734,MARLON ARATOR SANTOS DA ROSA,588.89,8.5,2015-06-01
ERECHIM - RS,2015-07-13,0,1.5,84693,MARLON ARATOR SANTOS DA ROSA,883.34,135.0,2015-07-14
CANDELARIA - RS,2015-08-03,0,0.5,85076,MARLON ARATOR SANTOS DA ROSA,294.45,38.3,2015-08-03
SANTIAGO - RS,2015-08-18,0,1.5,85513,MARLON ARATOR SANTOS DA ROSA,883.34,174.0,2015-08-19
ENCRUZILHADA DO SUL - RS,2015-09-09,0,0.5,85819,MARLON ARATOR SANTOS DA ROSA,294.45,100.08,2015-09-09
SANTA MARIA - RS,2015-09-21,0,0.5,86121,MARLON ARATOR SANTOS DA ROSA,294.45,100.0,2015-09-21
IJUI - RS,2015-09-28,0,1.0,86251,MARLON ARATOR SANTOS DA ROSA,588.89,100.5,2015-09-29
SANTA MARIA - RS,2015-10-26,0,0.5,87024,MARLON ARATOR SANTOS DA ROSA,294.45,177.03,2015-10-26
ESTACAO - RS,2015-11-10,0,0.5,87259,MARLON ARATOR SANTOS DA ROSA,294.45,30.0,2015-11-10
ERECHIM - RS,2015-11-11,0,0.5,87387,MARLON ARATOR SANTOS DA ROSA,294.45,172.28,2015-11-11
SANTA MARIA - RS,2015-11-12,0,0.5,87388,MARLON ARATOR SANTOS DA ROSA,294.45,32.0,2015-11-12
SANTA MARIA - RS,2015-11-30,0,0.5,87883,MARLON ARATOR SANTOS DA ROSA,294.45,105.0,2015-11-30
SANTA MARIA - RS,2015-12-21,0,0.5,88028,MARLON ARATOR SANTOS DA ROSA,294.45,91.5,2015-12-21
RIO PARDO - RS,2015-12-28,0,0.5,88079,MARLON ARATOR SANTOS DA ROSA,294.45,125.58,2015-12-28
BRASILIA - DF,2015-02-11,2,1.5,81258,MAURICIO ALEXANDRE DZIEDRICKI,1117.16,0.0,2015-02-12
"CRUZ ALTA - RS,  MARAU - RS,  GUAPORE - RS",2015-02-20,0,2.5,81385,MAURICIO ALEXANDRE DZIEDRICKI,1472.23,0.0,2015-02-22
"VIADUTOS - RS,  ERECHIM - RS,  SOLEDADE - RS,  FONTOURA XAVIER - RS,  SAO JOSE DO HERVAL - RS,  ENCANTADO - RS,  ESTRELA - RS",2015-03-06,0,2.5,81749,MAURICIO ALEXANDRE DZIEDRICKI,1472.23,0.0,2015-03-08
"BENTO GONCALVES - RS,  SERTAO - RS,  PAULO BENTO - RS,  CAMPINAS DO SUL - RS",2015-03-26,0,2.5,82187,MAURICIO ALEXANDRE DZIEDRICKI,1472.23,0.0,2015-03-28
"ESTRELA - RS,  BOM RETIRO DO SUL - RS,  SANTA CLARA DO SUL - RS,  ROCA SALES - RS,  LAJEADO - RS,  CRUZEIRO DO SUL - RS,  FORQUETINHA - RS,  TEUTONIA - RS",2015-04-19,0,2.5,82727,MAURICIO ALEXANDRE DZIEDRICKI,1472.23,0.0,2015-04-21
ESTRELA - RS,2015-05-16,0,1.5,83288,MAURICIO ALEXANDRE DZIEDRICKI,883.34,0.0,2015-05-17
BRASILIA - DF,2015-05-27,0,1.5,83748,MAURICIO ALEXANDRE DZIEDRICKI,1117.16,0.0,2015-05-28
"FORQUETINHA - RS,  IMIGRANTE - RS,  ENCANTADO - RS,  PROGRESSO - RS,  ARROIO DO MEIO - RS,  SOLEDADE - RS",2015-06-12,0,1.5,84327,MAURICIO ALEXANDRE DZIEDRICKI,883.34,0.0,2015-06-13
BUTIA - RS,2015-06-15,0,0.5,84328,MAURICIO ALEXANDRE DZIEDRICKI,294.45,0.0,2015-06-15
ROCA SALES - RS,2015-06-19,0,0.5,84329,MAURICIO ALEXANDRE DZIEDRICKI,294.45,0.0,2015-06-19
"TORRES - RS,  MAMPITUBA - RS,  ARROIO DO SAL - RS",2015-06-20,0,0.5,84331,MAURICIO ALEXANDRE DZIEDRICKI,294.45,0.0,2015-06-20
"SANTANA DO LIVRAMENTO - RS,  QUARAI - RS,  ROSARIO DO SUL - RS",2015-07-02,0,2.5,84514,MAURICIO ALEXANDRE DZIEDRICKI,1472.23,0.0,2015-07-04
"SAO VENDELINO - RS,  ALTO FELIZ - RS,  VALE REAL - RS",2015-07-31,0,0.5,85029,MAURICIO ALEXANDRE DZIEDRICKI,294.45,0.0,2015-07-31
"LAJEADO - RS,  ESTRELA - RS",2015-08-01,0,1.5,85032,MAURICIO ALEXANDRE DZIEDRICKI,883.34,0.0,2015-08-02
VERANOPOLIS - RS,2015-08-08,0,1.5,85285,MAURICIO ALEXANDRE DZIEDRICKI,883.34,0.0,2015-08-09
"MARCELINO RAMOS - RS,  SAO VALENTIM - RS,  ERECHIM - RS,  VACARIA - RS,  CAMPESTRE DA SERRA - RS,  SANANDUVA - RS",2015-08-12,0,5.5,85247,MAURICIO ALEXANDRE DZIEDRICKI,3238.9,0.0,2015-08-17
BRASILIA - DF,2015-08-19,2,2.5,85428,MAURICIO ALEXANDRE DZIEDRICKI,1861.93,0.0,2015-08-21
ESTRELA - RS,2015-08-31,0,0.5,85655,MAURICIO ALEXANDRE DZIEDRICKI,294.45,0.0,2015-08-31
ESTRELA - RS,2015-09-11,0,0.5,85975,MAURICIO ALEXANDRE DZIEDRICKI,294.45,11.0,2015-09-11
VERANOPOLIS - RS,2015-09-19,0,0.5,86146,MAURICIO ALEXANDRE DZIEDRICKI,294.45,8.5,2015-09-19
TORRES - RS,2015-10-14,0,0.5,86578,MAURICIO ALEXANDRE DZIEDRICKI,294.45,7.5,2015-10-14
MOSTARDAS - RS,2015-10-19,0,0.5,86666,MAURICIO ALEXANDRE DZIEDRICKI,294.45,11.0,2015-10-19
OSORIO - RS,2015-10-24,0,0.5,86832,MAURICIO ALEXANDRE DZIEDRICKI,294.45,8.49,2015-10-24
TORRES - RS,2015-11-06,0,0.5,87122,MAURICIO ALEXANDRE DZIEDRICKI,294.45,0.0,2015-11-06
SOLEDADE - RS,2015-11-11,0,0.5,87293,MAURICIO ALEXANDRE DZIEDRICKI,294.45,17.5,2015-11-11
ERECHIM - RS,2015-11-12,0,0.5,87293,MAURICIO ALEXANDRE DZIEDRICKI,294.45,12.5,2015-11-12
ERECHIM - RS,2015-11-13,0,0.5,87293,MAURICIO ALEXANDRE DZIEDRICKI,294.45,9.5,2015-11-13
SALVADOR DO SUL - RS,2015-11-15,0,0.5,87293,MAURICIO ALEXANDRE DZIEDRICKI,294.45,10.0,2015-11-15
ESTRELA - RS,2015-11-29,0,0.5,87797,MAURICIO ALEXANDRE DZIEDRICKI,294.45,8.0,2015-11-29
IGREJINHA - RS,2015-12-03,0,0.5,87798,MAURICIO ALEXANDRE DZIEDRICKI,294.45,9.39,2015-12-03
"SANTA MARIA - RS,  SAO SEPE - RS",2015-12-17,0,1.0,88058,MAURICIO ALEXANDRE DZIEDRICKI,588.89,81.0,2015-12-18
TRAMANDAI - RS,2015-02-10,0,0.5,81202,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,25.0,2015-02-10
CAPAO DA CANOA - RS,2015-02-25,0,0.5,81361,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,0.0,2015-02-25
ITAQUI - RS,2015-03-06,0,0.5,81600,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,18.0,2015-03-06
NAO-ME-TOQUE - RS,2015-03-12,0,0.5,81782,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,10.0,2015-03-12
BENTO GONCALVES - RS,2015-03-20,0,0.5,81936,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,24.75,2015-03-20
RIO PARDO - RS,2015-03-24,0,0.5,81991,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,19.75,2015-03-24
JAGUARI - RS,2015-03-27,0,0.5,82183,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,23.0,2015-03-27
TUPANCIRETA - RS,2015-03-28,0,0.5,82188,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,10.5,2015-03-28
ALEGRETE - RS,2015-04-10,0,0.5,82399,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,45.0,2015-04-10
ENCANTADO - RS,2015-04-16,0,1.5,82661,MIGUEL CONSTANTINO ROSSO BIANCHINI,883.34,68.5,2015-04-17
SAO FRANCISCO DE ASSIS - RS,2015-04-24,0,0.5,82759,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,19.0,2015-04-24
SANTA MARIA - RS,2015-05-04,0,0.5,82963,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,8.0,2015-05-04
SAO BORJA - RS,2015-05-15,0,1.5,83324,MIGUEL CONSTANTINO ROSSO BIANCHINI,883.34,100.0,2015-05-16
ITACURUBI - RS,2015-05-22,0,0.5,83507,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,54.0,2015-05-22
BRASILIA - DF,2015-05-26,0,2.5,83339,MIGUEL CONSTANTINO ROSSO BIANCHINI,1861.93,532.0,2015-05-28
SANTA CRUZ DO SUL - RS,2015-06-08,0,0.5,83830,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,25.6,2015-06-08
SANTA MARIA - RS,2015-06-19,0,0.5,84174,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,18.0,2015-06-19
PELOTAS - RS,2015-06-22,0,1.5,84175,MIGUEL CONSTANTINO ROSSO BIANCHINI,883.34,109.0,2015-06-23
MACAMBARA - RS,2015-07-22,0,0.5,84846,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,25.0,2015-07-22
BOSSOROCA - RS,2015-07-29,0,0.5,85025,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,38.0,2015-07-29
SAO FRANCISCO DE ASSIS - RS,2015-08-07,0,0.5,85158,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,40.0,2015-08-07
SANTA MARIA - RS,2015-08-13,0,0.5,85308,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,18.75,2015-08-13
MATA - RS,2015-08-21,0,0.5,85464,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,26.0,2015-08-21
SAO BORJA - RS,2015-08-24,0,0.5,85467,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,14.5,2015-08-24
JAGUARI - RS,2015-08-28,0,0.5,85634,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,23.0,2015-08-28
SAO BORJA - RS,2015-08-31,0,0.5,85633,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,23.3,2015-08-31
JOIA - RS,2015-09-04,0,0.5,85736,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,13.45,2015-09-04
CACEQUI - RS,2015-09-11,0,0.5,85915,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,39.2,2015-09-11
ITACURUBI - RS,2015-09-12,0,0.5,85917,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,24.0,2015-09-12
MANOEL VIANA - RS,2015-09-21,0,0.5,86085,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,29.0,2015-09-21
SAO LUIZ GONZAGA - RS,2015-10-01,0,1.0,86420,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,106.0,2015-10-02
VACARIA - RS,2015-10-05,0,1.0,86422,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,95.0,2015-10-06
SANTA MARIA - RS,2015-10-14,0,0.5,86566,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,21.0,2015-10-14
SANTA MARIA - RS,2015-11-09,0,0.5,87158,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,31.8,2015-11-09
IRAI - RS,2015-11-12,0,1.0,87277,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,91.5,2015-11-13
SAO BORJA - RS,2015-11-27,0,0.5,87606,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,39.0,2015-11-27
SAO PEDRO DO SUL - RS,2015-12-14,0,1.0,87960,MIGUEL CONSTANTINO ROSSO BIANCHINI,588.89,72.0,2015-12-15
SAO FRANCISCO DE ASSIS - RS,2015-12-30,0,0.5,88118,MIGUEL CONSTANTINO ROSSO BIANCHINI,294.45,28.5,2015-12-30
BRASILIA - DF,2015-02-01,2,3.5,81090,MIRIAM PAZ GARCEZ MARRONI,2063.18,220.0,2015-02-04
CANGUCU - RS,2015-02-28,0,0.5,81666,MIRIAM PAZ GARCEZ MARRONI,294.45,10.0,2015-02-28
BAGE - RS,2015-03-02,0,0.5,81686,MIRIAM PAZ GARCEZ MARRONI,294.45,12.04,2015-03-02
BRASILIA - DF,2015-03-04,0,0.5,81714,MIRIAM PAZ GARCEZ MARRONI,372.39,88.5,2015-03-04
ARROIO GRANDE - RS,2015-03-24,0,0.5,82124,MIRIAM PAZ GARCEZ MARRONI,294.45,11.5,2015-03-24
ARROIO GRANDE - RS,2015-03-28,0,0.5,82145,MIRIAM PAZ GARCEZ MARRONI,294.45,14.75,2015-03-28
CANGUCU - RS,2015-04-13,0,0.5,82474,MIRIAM PAZ GARCEZ MARRONI,294.45,11.5,2015-04-13
"GUARANI DAS MISSOES - RS,  SAO LUIZ GONZAGA - RS",2015-05-01,0,1.5,83083,MIRIAM PAZ GARCEZ MARRONI,883.34,145.0,2015-05-02
SAO LOURENCO DO SUL - RS,2015-05-06,0,0.5,83211,MIRIAM PAZ GARCEZ MARRONI,294.45,12.0,2015-05-06
RIO GRANDE - RS,2015-05-15,0,0.5,83412,MIRIAM PAZ GARCEZ MARRONI,294.45,18.0,2015-05-15
BAGE - RS,2015-05-22,0,0.5,83573,MIRIAM PAZ GARCEZ MARRONI,294.45,10.5,2015-05-22
BRASILIA - DF,2015-05-26,0,1.5,83759,MIRIAM PAZ GARCEZ MARRONI,1117.16,21.5,2015-05-27
JAGUARAO - RS,2015-05-30,0,0.5,83766,MIRIAM PAZ GARCEZ MARRONI,294.45,43.0,2015-05-30
LAVRAS DO SUL - RS,2015-06-26,0,0.5,84348,MIRIAM PAZ GARCEZ MARRONI,294.45,16.25,2015-06-26
SAO JOSE DO NORTE - RS,2015-06-28,0,0.5,84361,MIRIAM PAZ GARCEZ MARRONI,294.45,14.75,2015-06-28
JAGUARAO - RS,2015-06-30,0,0.5,84364,MIRIAM PAZ GARCEZ MARRONI,294.45,45.0,2015-06-30
JAGUARAO - RS,2015-07-10,0,0.5,84688,MIRIAM PAZ GARCEZ MARRONI,294.45,46.0,2015-07-10
PEDRO OSORIO - RS,2015-07-28,0,0.5,85069,MIRIAM PAZ GARCEZ MARRONI,294.45,21.4,2015-07-28
BAGE - RS,2015-07-29,0,0.5,85058,MIRIAM PAZ GARCEZ MARRONI,294.45,30.09,2015-07-29
SAO PAULO - SP,2015-08-04,0,1.5,84630,MIRIAM PAZ GARCEZ MARRONI,1117.16,0.0,2015-08-05
SANTA VITORIA DO PALMAR - RS,2015-08-13,0,0.5,85324,MIRIAM PAZ GARCEZ MARRONI,294.45,31.24,2015-08-13
RIO DE JANEIRO - RJ,2015-08-20,1,0.5,85682,MIRIAM PAZ GARCEZ MARRONI,372.39,0.0,2015-08-20
RIO GRANDE - RS,2015-09-04,0,0.5,85980,MIRIAM PAZ GARCEZ MARRONI,294.45,19.0,2015-09-04
BAGE - RS,2015-09-10,0,0.5,85925,MIRIAM PAZ GARCEZ MARRONI,294.45,18.9,2015-09-10
RIO GRANDE - RS,2015-09-11,0,0.5,85932,MIRIAM PAZ GARCEZ MARRONI,294.45,11.56,2015-09-11
SAO LUIZ GONZAGA - RS,2015-09-30,0,0.5,86554,MIRIAM PAZ GARCEZ MARRONI,294.45,51.0,2015-09-30
SAO LUIZ GONZAGA - RS,2015-10-01,0,1.5,86554,MIRIAM PAZ GARCEZ MARRONI,883.34,255.5,2015-10-02
ARROIO GRANDE - RS,2015-10-17,0,0.5,86792,MIRIAM PAZ GARCEZ MARRONI,294.45,13.0,2015-10-17
RIO GRANDE - RS,2015-10-23,0,0.5,86908,MIRIAM PAZ GARCEZ MARRONI,294.45,20.7,2015-10-23
BAGE - RS,2015-10-26,0,0.5,86933,MIRIAM PAZ GARCEZ MARRONI,294.45,27.0,2015-10-26
JAGUARAO - RS,2015-11-05,0,0.5,87313,MIRIAM PAZ GARCEZ MARRONI,294.45,43.0,2015-11-05
RIO GRANDE - RS,2015-11-09,0,0.5,87314,MIRIAM PAZ GARCEZ MARRONI,294.45,45.0,2015-11-09
JAGUARAO - RS,2015-11-13,0,0.5,87320,MIRIAM PAZ GARCEZ MARRONI,294.45,50.0,2015-11-13
SAO JOSE DO NORTE - RS,2015-11-20,0,0.5,87472,MIRIAM PAZ GARCEZ MARRONI,294.45,50.3,2015-11-20
RIO GRANDE - RS,2015-11-23,0,0.5,87490,MIRIAM PAZ GARCEZ MARRONI,294.45,17.0,2015-11-23
ARROIO GRANDE - RS,2015-11-30,0,0.5,87682,MIRIAM PAZ GARCEZ MARRONI,294.45,13.5,2015-11-30
SAO LOURENCO DO SUL - RS,2015-02-14,0,0.5,81302,NELSON LUIZ DA SILVA,294.45,10.0,2015-02-14
AGUDO - RS,2015-02-18,0,0.5,81232,NELSON LUIZ DA SILVA,294.45,2.0,2015-02-18
CAPAO DA CANOA - RS,2015-02-23,0,0.5,81320,NELSON LUIZ DA SILVA,294.45,3.0,2015-02-23
VALE REAL - RS,2015-03-10,0,0.5,81701,NELSON LUIZ DA SILVA,294.45,2.49,2015-03-10
ENCANTADO - RS,2015-04-09,0,0.5,82571,NELSON LUIZ DA SILVA,294.45,2.0,2015-04-09
"CAMAQUA - RS,  RIO GRANDE - RS",2015-04-15,0,1.5,82638,NELSON LUIZ DA SILVA,883.34,159.0,2015-04-16
BARAO - RS,2015-05-08,0,0.5,83088,NELSON LUIZ DA SILVA,294.45,1.75,2015-05-08
VALE REAL - RS,2015-05-12,0,0.5,83155,NELSON LUIZ DA SILVA,294.45,2.49,2015-05-12
CANGUCU - RS,2015-05-25,0,0.5,83568,NELSON LUIZ DA SILVA,294.45,12.0,2015-05-25
BRASILIA - DF,2015-06-08,0,1.5,84024,NELSON LUIZ DA SILVA,1117.16,280.5,2015-06-09
ROCA SALES - RS,2015-06-19,0,0.5,84184,NELSON LUIZ DA SILVA,294.45,7.3,2015-06-19
VENANCIO AIRES - RS,2015-07-13,0,0.5,84681,NELSON LUIZ DA SILVA,294.45,7.5,2015-07-13
CACHOEIRA DO SUL - RS,2015-08-07,0,1.5,85143,NELSON LUIZ DA SILVA,883.34,2.5,2015-08-08
BRASILIA - DF,2015-08-11,0,1.5,85205,NELSON LUIZ DA SILVA,1117.16,352.55,2015-08-12
"SAO GABRIEL - RS,  QUARAI - RS,  SANTANA DO LIVRAMENTO - RS,  BAGE - RS",2015-09-19,0,2.0,86098,NELSON LUIZ DA SILVA,1177.78,236.3,2015-09-21
VENANCIO AIRES - RS,2015-09-25,0,0.5,86252,NELSON LUIZ DA SILVA,294.45,6.99,2015-09-25
SAO BERNARDO DO CAMPO - SP,2015-10-13,2,1.0,86637,NELSON LUIZ DA SILVA,744.77,0.0,2015-10-14
RIO GRANDE - RS,2015-10-23,0,0.5,86943,NELSON LUIZ DA SILVA,294.45,12.0,2015-10-23
CAXIAS DO SUL - RS,2015-10-26,0,0.5,86944,NELSON LUIZ DA SILVA,294.45,7.5,2015-10-26
"TORRES - RS,  ARROIO DO SAL - RS,  XANGRI-LA - RS,  CAPAO DA CANOA - RS,  TERRA DE AREIA - RS",2015-01-02,0,6.5,80861,PAULO ROBERTO DORNELLES BORGES,3029.65,56.85,2015-01-08
CAPAO DA CANOA - RS,2015-01-11,0,0.5,80948,PAULO ROBERTO DORNELLES BORGES,233.05,8.0,2015-01-11
BRASILIA - DF,2015-06-16,2,0.5,83763,PEDRO LUIZ FAGUNDES RUAS,372.39,100.0,2015-06-16
RIO DE JANEIRO - RJ,2015-09-02,0,2.5,85270,PEDRO LUIZ FAGUNDES RUAS,1861.93,0.0,2015-09-04
